unit,items,value_count,average_placement
TFT7_Aatrox,"None, None, None",10826,4.49
TFT7_Anivia,"ArchangelsStaff, HextechGunblade, Morellonomicon",20,3.0
TFT7_Anivia,"ArchangelsStaff, ArchangelsStaff, Morellonomicon",16,3.06
TFT7_Anivia,"JeweledGauntlet, Morellonomicon, SpearOfShojin",20,3.75
TFT7_Anivia,"ArchangelsStaff, MadredsBloodrazor, Morellonomicon",13,3.77
TFT7_Anivia,"ArchangelsStaff, Morellonomicon, SpearOfShojin",70,3.83
TFT7_AoShin,"ArchangelsStaff, SpearOfShojin, StatikkShiv",12,3.67
TFT7_AoShin,"ArchangelsStaff, SpearOfShojin, UnstableConcoction",12,3.75
TFT7_AoShin,"ArchangelsStaff, InfinityEdge, JeweledGauntlet",12,4.08
TFT7_AoShin,"ArchangelsStaff, HextechGunblade, SpearOfShojin",59,4.08
TFT7_AoShin,"ArchangelsStaff, JeweledGauntlet, SpearOfShojin",21,4.29
TFT7_Ashe,"None, None, Zephyr",16,3.69
TFT7_Ashe,"None, None, None",10494,4.5
TFT7_Ashe,"None, None, Shroud",16,4.56
TFT7_Ashe,"None, None, RecurveBow",14,4.86
TFT7_Ashe,"None, None, StatikkShiv",38,4.89
TFT7_AurelionSol,"ArchangelsStaff, HextechGunblade, UnstableConcoction",15,2.27
TFT7_AurelionSol,"ArchangelsStaff, JeweledGauntlet, MadredsBloodrazor",14,2.29
TFT7_AurelionSol,"HextechGunblade, MageEmblemItem, Morellonomicon",14,2.36
TFT7_AurelionSol,"ArchangelsStaff, ArchangelsStaff, HextechGunblade",23,2.39
TFT7_AurelionSol,"HextechGunblade, JeweledGauntlet, MageEmblemItem",14,2.5
TFT7_Bard,"LastWhisper, None, None",14,2.64
TFT7_Bard,"None, None, SeraphsEmbrace",23,2.7
TFT7_Bard,"LocketOfTheIronSolari, None, None",22,2.77
TFT7_Bard,"GuinsoosRageblade, None, None",21,2.81
TFT7_Bard,"ChainVest, None, None",17,2.94
TFT7_Braum,"GargoyleStoneplate, RedBuff, WarmogsArmor",12,3.83
TFT7_Braum,"None, None, TitanicHydra",28,3.86
TFT7_Braum,"None, None, Shroud",24,4.33
TFT7_Braum,"None, None, None",10169,4.49
TFT7_Braum,"None, None, Zephyr",14,5.0
TFT7_Corki,"MadredsBloodrazor, RunaansHurricane, UnstableConcoction",14,3.07
TFT7_Corki,"GuinsoosRageblade, RunaansHurricane, StatikkShiv",12,3.5
TFT7_Corki,"GuinsoosRageblade, MadredsBloodrazor, ShimmerscaleDravensAxe",20,3.6
TFT7_Corki,"InfinityEdge, MadredsBloodrazor, UnstableConcoction",35,3.6
TFT7_Corki,"InfinityEdge, LastWhisper, RunaansHurricane",19,3.74
TFT7_Diana,"FrozenHeart, InfinityEdge, IonicSpark",17,4.0
TFT7_Diana,"FrozenHeart, IonicSpark, None",14,4.14
TFT7_Diana,"FrozenHeart, IonicSpark, RedBuff",58,4.43
TFT7_Diana,"None, None, None",10253,4.49
TFT7_Diana,"FrozenHeart, None, None",39,5.82
TFT7_DragonBlue,"ArchangelsStaff, MadredsBloodrazor, Morellonomicon",13,3.31
TFT7_DragonBlue,"ArchangelsStaff, InfinityEdge, JeweledGauntlet",18,3.5
TFT7_DragonBlue,"GuinsoosRageblade, Quicksilver, RevelEmblemItem",15,3.87
TFT7_DragonBlue,"GuinsoosRageblade, MadredsBloodrazor, Quicksilver",16,4.0
TFT7_DragonBlue,"ArchangelsStaff, GuinsoosRageblade, MadredsBloodrazor",15,4.0
TFT7_DragonGold,"DragonsClaw, RedBuff, ShimmerscaleMogulsMail",12,3.33
TFT7_DragonGold,"BrambleVest, GargoyleStoneplate, RedBuff",13,3.54
TFT7_DragonGold,"GargoyleStoneplate, RedBuff, WarmogsArmor",43,3.74
