augment2_grp,Value_Count,average_placement
TFT7_Augment_BigFriend,2,1.5
TFT6_Augment_Featherweights3,2,1.5
TFT6_Augment_Traitless2,2,2.0
TFT7_Augment_Preparation2HR,1,2.0
TFT7_Augment_AssassinTrait,1,2.0
TFT7_Augment_GuardianEmblem2,3,2.67
TFT7_Augment_SwiftshotTrait,1,3.0
TFT7_Augment_ShimmerscaleEmblem,3,3.33
TFT7_Augment_WhispersTrait,5,3.4
TFT6_Augment_CyberneticImplants1,12,3.42
TFT6_Augment_TheGoldenEggHR,2,3.5
TFT7_Augment_RevelTrait,2,3.5
TFT7_Augment_MageTrait,14,3.57
TFT7_Augment_JadeEmblem,15,3.6
TFT7_Augment_ThinkFast,55,3.6
TFT6_Augment_CyberneticUplink3,71,3.65
TFT6_Augment_CyberneticImplants3,32,3.75
TFT6_Augment_CyberneticUplink2,198,3.77
TFT7_Augment_ShimmerscaleTrait2,5,3.8
TFT7_Augment_JadeTrait2,44,3.8
TFT7_Augment_BandOfThieves1,35,3.8
TFT7_Augment_CavalierEmblem2,13,3.85
TFT7_Augment_MirageEmblem2,11,3.91
TFT7_Augment_JadeTrait,76,3.92
TFT6_Augment_SecondWind1,54,3.96
TFT7_Augment_BruiserEmblem2,4,4.0
TFT7_Augment_GuildEmblem2,3,4.0
TFT7_Augment_SwiftshotPressTheAttack,27,4.0
TFT6_Augment_Featherweights2,5,4.0
TFT6_Augment_CyberneticUplink1,22,4.0
TFT7_Augment_RevelPartyTime,44,4.02
TFT7_Augment_CannoneerEmblem2,16,4.06
TFT6_Augment_Diversify2,458,4.06
TFT6_Augment_CyberneticShell2,141,4.06
TFT7_Augment_AssassinEmblem,30,4.1
TFT7_Augment_MirageTrait,9,4.11
TFT7_Augment_EvokerEmblem,41,4.12
TFT7_Augment_CannoneerEmblem,48,4.15
TFT7_Augment_DragonmancerEmblem,27,4.15
TFT6_Augment_TheGoldenEgg,79,4.15
TFT7_Augment_MysticTrait2,25,4.16
TFT7_Augment_TomeOfTraits2,35,4.17
TFT7_Augment_ScalescornEmblem,42,4.19
TFT7_Augment_JadePenitence,51,4.25
TFT7_Augment_CavalierForAllUnits,19,4.26
TFT7_Augment_EvokerEmblem2,11,4.27
TFT7_Augment_RevelPartyFavors,39,4.28
TFT7_Augment_BestFriends2,162,4.28
TFT7_Augment_DragonHorde,70,4.29
