augment1_grp,Value_Count,average_placement
TFT7_Augment_Preparation3HR,1,1.0
TFT7_Augment_MageConferenceHR,1,1.0
TFT7_Augment_ShimmerscaleSpending,5,3.0
TFT6_Augment_TriForce2,65,3.25
TFT7_Augment_RagewingEmblem2,6,3.33
TFT6_Augment_Traitless1,58,3.34
TFT7_Augment_RevelEmblem2,55,3.51
TFT6_Augment_TriForce3,38,3.55
TFT7_Augment_EvokerEmblem,5,3.6
TFT7_Augment_ScalescornEmblem,134,3.66
TFT7_Augment_TempestEyeOfTheStorm,4,3.75
TFT7_Augment_ShapeshifterBeastsDen,83,3.76
TFT6_Augment_CyberneticUplink2,119,3.81
TFT7_Augment_ScalescornEmblem2,66,3.82
TFT7_Augment_GuildEmblem,63,3.87
TFT7_Augment_MirageEmblem2,41,3.9
TFT7_Augment_ShapeshifterTrait,135,3.9
TFT6_Augment_Traitless3,22,3.95
TFT7_Augment_WhispersEmblem2,22,4.0
TFT6_Augment_CyberneticUplink3,75,4.03
TFT7_Augment_ScalescornTrait,224,4.03
TFT6_Augment_CyberneticUplink1,236,4.04
TFT7_Augment_GuildEmblem2,45,4.04
TFT6_Augment_LudensEcho3,217,4.05
TFT7_Augment_MysticTrait,60,4.05
TFT7_Augment_MirageHallucinate,39,4.08
TFT6_Augment_Twins3,258,4.09
TFT6_Augment_Meditation2,164,4.1
TFT6_Augment_CyberneticImplants2,114,4.11
TFT6_Augment_Featherweights2,101,4.12
TFT6_Augment_TriForce1,87,4.14
TFT6_Augment_Diversify2,683,4.15
TFT7_Augment_EvokerEmblem2,6,4.17
TFT7_Augment_CursedCrown,153,4.18
TFT6_Augment_Twins2,381,4.18
TFT6_Augment_LudensEcho1,709,4.18
TFT7_Augment_ShimmerscaleEmblem,71,4.18
TFT7_Augment_MysticTrait2,16,4.19
TFT7_Augment_GadgetExpert,679,4.19
TFT6_Augment_CyberneticImplants1,161,4.22
TFT6_Augment_LudensEcho2,405,4.22
TFT7_Augment_MageEmblem2,143,4.22
TFT6_Augment_BlueBattery2,241,4.23
TFT7_Augment_BigFriend2,48,4.23
TFT7_Augment_CannoneerEmblem2,50,4.24
TFT7_Augment_MageEmblem,193,4.25
TFT7_Augment_AssassinEmblem,38,4.26
TFT7_Augment_BestFriends2,921,4.26
TFT7_Augment_RevelTrait,59,4.29
TFT7_Augment_MirageEmblem,69,4.3
TFT7_Augment_JadeEmblem,98,4.31
TFT6_Augment_Distancing2,485,4.31
TFT7_Augment_GuardianHeroicPresence,13,4.31
TFT7_Augment_MirageTrait,139,4.31
TFT7_Augment_RevelPartyTime,25,4.32
TFT6_Augment_CelestialBlessing3,478,4.32
TFT7_Augment_AssassinEmblem2,43,4.33
TFT7_Augment_GuardianEmblem,32,4.34
TFT7_Augment_BestFriends3,518,4.34
TFT6_Augment_Meditation1,328,4.35
TFT6_Augment_Weakspot,1482,4.36
TFT6_Augment_Featherweights3,78,4.36
TFT6_Augment_Distancing,778,4.36
TFT6_Augment_Electrocharge2,542,4.36
TFT7_Augment_MikaelsGift,193,4.37
TFT6_Augment_PortableForge,1029,4.38
TFT6_Augment_ComponentGrabBag,914,4.41
TFT6_Augment_Diversify1,1143,4.41
TFT6_Augment_Meditation3,101,4.41
TFT6_Augment_CyberneticImplants3,73,4.42
TFT6_Augment_CyberneticShell1,222,4.42
TFT7_Augment_CavalierEmblem2,89,4.43
TFT6_Augment_MaxLevel10,247,4.44
TFT6_Augment_Traitless2,25,4.44
TFT7_Augment_MageTrait,360,4.46
TFT6_Augment_Ascension,713,4.46
TFT7_Augment_GuildTrait,92,4.46
TFT7_Augment_CannoneerHotShot,120,4.47
TFT7_Augment_TomeOfTraits2,120,4.47
TFT7_Augment_SwiftshotPressTheAttack,104,4.47
TFT6_Augment_Electrocharge1,913,4.47
TFT6_Augment_HighEndShopping,292,4.47
TFT7_Augment_RagewingTantrum,17,4.47
TFT7_Augment_LategameSpecialist,219,4.49
TFT6_Augment_ItemGrabBag1,841,4.49
TFT6_Augment_CyberneticShell2,151,4.5
TFT6_Augment_Featherweights1,197,4.5
TFT6_Augment_BinaryAirdrop,106,4.51
TFT6_Augment_SecondWind2,861,4.51
TFT7_Augment_RevelPartyFavors,51,4.51
TFT7_Augment_BandOfThieves1,957,4.51
TFT6_Augment_Diversify3,349,4.52
TFT7_Augment_JadeTrait,44,4.52
TFT7_Augment_WhispersTrait,66,4.52
TFT7_Augment_UrfsGrabBag1,648,4.53
TFT7_Augment_LastStand,340,4.55
TFT7_Augment_ThinkFast,260,4.55
TFT6_Augment_TinyTitans,1235,4.55
TFT6_Augment_ThrillOfTheHunt1,1208,4.56
TFT7_Augment_BigFriend,54,4.56
TFT7_Augment_JadeEternalProtection,23,4.57
TFT7_Augment_BruiserTitanicStrength,99,4.57
TFT6_Augment_SecondWind1,1457,4.57
TFT6_Augment_MakeshiftArmor1,258,4.57
TFT6_Augment_RadiantRelics,480,4.57
TFT6_Augment_CelestialBlessing1,1079,4.58
TFT7_Augment_AssassinTrait,66,4.58
TFT6_Augment_ThriftShop,322,4.58
TFT7_Augment_DragonAlliance,199,4.59
TFT7_Augment_Preparation,280,4.59
TFT7_Augment_BruiserTrait,156,4.59
TFT6_Augment_MakeshiftArmor2,148,4.6
TFT7_Augment_CannoneerTrait,192,4.6
TFT7_Augment_UrfsGrabBag2,363,4.6
TFT6_Augment_ForceOfNature,395,4.61
TFT7_Augment_RagewingScorch,42,4.62
TFT6_Augment_SunfireBoard,469,4.62
TFT6_Augment_ThrillOfTheHunt2,668,4.62
TFT6_Augment_BandOfThieves2,164,4.64
TFT6_Augment_PandorasItems,979,4.66
TFT6_Augment_Electrocharge3,224,4.67
TFT7_Augment_BruiserEmblem2,37,4.68
TFT7_Augment_BestFriends1,1204,4.68
TFT7_Augment_CavalierDevastatingCharge,49,4.69
TFT7_Augment_DragonHorde,214,4.69
TFT7_Augment_CavalierForAllUnits,77,4.69
TFT7_Augment_SwiftshotTrait,70,4.7
TFT6_Augment_CelestialBlessing2,838,4.7
TFT7_Augment_SwiftshotEmblem2,28,4.71
TFT7_Augment_ShimmerscaleTrait,45,4.71
TFT6_Augment_TargetDummies,333,4.72
TFT6_Augment_Recombobulator,262,4.72
TFT7_Augment_RagewingTrait,29,4.72
