augment0_grp,Value_Count,average_placement
TFT7_Augment_WhispersEmblem2,21,2.24
TFT7_Augment_TempestEmblem,2,3.0
TFT6_Augment_SlowAndSteady,23,3.3
TFT6_Augment_Meditation3,3,3.33
TFT6_Augment_MakeshiftArmor3,3,3.33
TFT7_Augment_GuardianEmblem2,3,3.33
TFT7_Augment_ScalescornEmblem2,11,3.45
TFT7_Augment_CannoneerTrait,28,3.46
TFT7_Augment_RevelEmblem2,19,3.47
TFT7_Augment_CannoneerHotShot,41,3.49
TFT7_Augment_RagewingScorch,14,3.5
TFT7_Augment_GuildGearUpgrades,2,3.5
TFT7_Augment_CannoneerEmblem2,6,3.5
TFT7_Augment_CavalierDevastatingCharge,12,3.5
TFT7_Augment_MirageEmblem2,8,3.5
TFT7_Augment_AssassinTrait,5,3.6
TFT7_Augment_ClutteredMind,100,3.64
TFT7_Augment_SwiftshotPressTheAttack,9,3.67
TFT6_Augment_CyberneticUplink2,54,3.7
TFT6_Augment_Distancing,10,3.8
TFT7_Augment_MageEmblem2,26,3.81
TFT7_Augment_BestFriends2,44,3.82
TFT6_Augment_CyberneticUplink1,35,3.83
TFT6_Augment_Weakspot,114,3.86
TFT7_Augment_GadgetExpert,83,3.89
TFT7_Augment_GuildEmblem,9,3.89
TFT7_Augment_DragonmancerEmblem,21,3.9
TFT6_Augment_BandOfThieves2,20,3.9
TFT6_Augment_PortableForge,327,3.92
TFT6_Augment_Meditation2,60,3.97
TFT7_Augment_MirageHallucinate,15,4.0
TFT7_Augment_CavalierForAllUnits,11,4.0
TFT7_Augment_ShimmerscaleSpending,1,4.0
TFT7_Augment_RagewingTantrum,4,4.0
TFT7_Augment_WarriorEmblem,11,4.09
TFT7_Augment_MysticTrait2,11,4.09
TFT6_Augment_PandorasItems,69,4.09
TFT6_Augment_RadiantRelics,96,4.1
TFT7_Augment_MikaelsGift,94,4.11
TFT7_Augment_JadeEmblem,38,4.13
TFT7_Augment_ShimmerscaleTrait2,13,4.15
TFT7_Augment_BestFriends1,26,4.15
TFT6_Augment_Electrocharge2,112,4.16
TFT6_Augment_SalvageBin,70,4.16
TFT7_Augment_AFK,96,4.17
TFT7_Augment_RevelPartyTime,11,4.18
TFT6_Augment_JeweledLotus,149,4.2
TFT7_Augment_EvokerEssenceTheft,20,4.25
TFT7_Augment_EvokerTrait,20,4.25
TFT7_Augment_DragonmancerInspire,19,4.26
TFT7_Augment_Preparation2,59,4.27
