augment0_grp,Value_Count,average_placement
TFT7_Augment_MageConferenceHR,3,3.33
TFT7_Augment_RevelEmblem2,316,3.41
TFT7_Augment_Preparation2HR,2,3.5
TFT7_Augment_ScalescornEmblem2,120,3.65
TFT7_Augment_ThinkFast,45,3.82
TFT7_Augment_JadeEmblem,167,3.83
TFT7_Augment_ClutteredMind,838,3.84
TFT7_Augment_AssassinEmblem2,197,3.9
TFT7_Augment_GadgetExpert,893,3.91
TFT6_Augment_Traitless3,53,3.91
TFT7_Augment_MageEmblem2,187,3.95
TFT7_Augment_BandOfThieves1,541,3.99
TFT7_Augment_Preparation1HR,3,4.0
TFT7_Augment_LivingForgeHR,4,4.0
TFT7_Augment_ScalescornEmblem,321,4.02
TFT7_Augment_BestFriends2,653,4.07
TFT7_Augment_ShapeshifterTrait2,164,4.08
TFT6_Augment_Twins2,310,4.08
TFT6_Augment_Meditation2,437,4.09
TFT6_Augment_PortableForge,1074,4.1
TFT6_Augment_CyberneticUplink2,545,4.11
TFT7_Augment_ShapeshifterBeastsDen,421,4.14
TFT6_Augment_Weakspot,512,4.15
TFT7_Augment_MageConference,491,4.15
TFT7_Augment_ShapeshifterTrait,300,4.16
TFT6_Augment_LudensEcho1,378,4.16
TFT7_Augment_WhispersEmblem2,184,4.17
TFT6_Augment_SlowAndSteady,209,4.2
TFT7_Augment_MikaelsGift,459,4.24
TFT6_Augment_ClearMind,560,4.24
TFT6_Augment_TriForce2,305,4.25
TFT6_Augment_ItemGrabBag1,573,4.25
TFT6_Augment_Meditation1,386,4.25
TFT7_Augment_CannoneerEmblem2,71,4.25
TFT6_Augment_CyberneticImplants3,58,4.26
TFT7_Augment_AssassinEmblem,522,4.26
TFT6_Augment_MaxLevel10,226,4.27
TFT6_Augment_LudensEcho2,517,4.28
TFT7_Augment_Preparation,235,4.29
TFT6_Augment_CyberneticUplink3,112,4.3
TFT6_Augment_CyberneticUplink1,409,4.3
TFT6_Augment_Distancing2,206,4.32
TFT6_Augment_TradeSector,960,4.32
TFT6_Augment_Distancing,175,4.33
TFT7_Augment_CursedCrown,61,4.33
TFT7_Augment_SwiftshotPressTheAttack,331,4.33
TFT6_Augment_CalculatedLoss,759,4.33
TFT7_Augment_MageTrait,365,4.35
TFT6_Augment_Electrocharge2,503,4.35
TFT7_Augment_ScalescornTrait,168,4.36
TFT6_Augment_FirstAidKit,230,4.37
TFT7_Augment_Preparation2,297,4.37
TFT6_Augment_ThriftShop,165,4.38
TFT6_Augment_SalvageBin,741,4.39
TFT6_Augment_LudensEcho3,92,4.4
TFT7_Augment_BestFriends1,379,4.4
TFT6_Augment_MetabolicAccelerator,494,4.41
TFT7_Augment_LivingForge,217,4.41
TFT7_Augment_BestFriends3,142,4.42
TFT6_Augment_Featherweights2,253,4.43
TFT7_Augment_AstralIntercosmicGifts,325,4.43
TFT7_Augment_JadeEternalProtection,63,4.44
TFT7_Augment_GuildLoot,239,4.44
TFT7_Augment_AFK,861,4.45
TFT7_Augment_RagewingScorch,155,4.45
