unit,items,value_count,average_placement
TFT7_Aatrox,"None, None, Shroud",15,3.93
TFT7_Aatrox,"None, None, TitanicHydra",17,4.12
TFT7_Aatrox,"None, None, None",43165,4.5
TFT7_Aatrox,"None, None, ShimmerscaleDeterminedInvestor",21,7.33
TFT7_Anivia,"ArchangelsStaff, JeweledGauntlet, StatikkShiv",13,3.54
TFT7_Anivia,"ArchangelsStaff, RabadonsDeathcap, SpearOfShojin",14,3.71
TFT7_Anivia,"ArchangelsStaff, Morellonomicon, SpearOfShojin",15,3.87
TFT7_Anivia,"ArchangelsStaff, MadredsBloodrazor, SpearOfShojin",12,3.92
TFT7_Anivia,"ArchangelsStaff, SpearOfShojin, StatikkShiv",14,4.0
TFT7_AoShin,"RabadonsDeathcap, SpearOfShojin, UnstableConcoction",27,2.56
TFT7_AoShin,"ArchangelsStaff, Quicksilver, SpearOfShojin",31,2.65
TFT7_AoShin,"ArchangelsStaff, OrnnZhonyasParadox, SpearOfShojin",20,2.75
TFT7_AoShin,"ArchangelsStaff, ArchangelsStaff, SpearOfShojin",137,2.86
TFT7_AoShin,"ArchangelsStaff, JeweledGauntlet, MadredsBloodrazor",18,2.89
TFT7_Ashe,"None, None, Shroud",25,3.08
TFT7_Ashe,"LastWhisper, None, None",23,3.26
TFT7_Ashe,"None, None, Zephyr",36,3.56
TFT7_Ashe,"Deathblade, None, None",12,3.92
TFT7_Ashe,"None, None, SpearOfShojin",18,3.94
TFT7_AurelionSol,"ArchangelsStaff, HextechGunblade, MageEmblemItem",21,3.81
TFT7_AurelionSol,"None, None, None",42915,4.5
TFT7_AurelionSol,"ArchangelsStaff, MageEmblemItem, SpearOfShojin",35,4.63
TFT7_AurelionSol,"HextechGunblade, MageEmblemItem, SpearOfShojin",17,4.76
TFT7_AurelionSol,"ArchangelsStaff, HextechGunblade, SpearOfShojin",21,5.0
TFT7_Bard,"None, None, TitansResolve",12,2.5
TFT7_Bard,"Deathblade, None, None",14,2.57
TFT7_Bard,"None, None, RedBuff",23,2.7
TFT7_Bard,"IonicSpark, None, None",17,2.71
TFT7_Bard,"LastWhisper, None, None",37,2.84
TFT7_Braum,"None, RedBuff, TitanicHydra",16,2.88
TFT7_Braum,"RedBuff, Redemption, WarmogsArmor",12,3.33
TFT7_Braum,"BrambleVest, GargoyleStoneplate, RedBuff",16,3.44
TFT7_Braum,"GargoyleStoneplate, GargoyleStoneplate, WarmogsArmor",16,3.44
TFT7_Braum,"None, None, Zephyr",73,3.6
TFT7_Corki,"GuinsoosRageblade, LastWhisper, RunaansHurricane",29,3.07
TFT7_Corki,"GuinsoosRageblade, StatikkShiv, StatikkShiv",18,3.17
TFT7_Corki,"Deathblade, RunaansHurricane, UnstableConcoction",12,3.5
TFT7_Corki,"Deathblade, GuinsoosRageblade, StatikkShiv",20,3.5
TFT7_Corki,"Deathblade, LastWhisper, RunaansHurricane",12,3.58
TFT7_Diana,"FrozenHeart, GuardianAngel, IonicSpark",12,2.33
TFT7_Diana,"ArchangelsStaff, FrozenHeart, InfinityEdge",12,2.75
TFT7_Diana,"FrozenHeart, JeweledGauntlet, RedBuff",20,2.85
TFT7_Diana,"FrozenHeart, IonicSpark, WarriorEmblemItem",15,3.0
TFT7_Diana,"BrambleVest, FrozenHeart, IonicSpark",16,3.06
TFT7_DragonBlue,"Quicksilver, RevelEmblemItem, StatikkShiv",55,3.29
TFT7_DragonBlue,"GuinsoosRageblade, RevelEmblemItem, UnstableConcoction",13,3.46
TFT7_DragonBlue,"JeweledGauntlet, MadredsBloodrazor, UnstableConcoction",18,3.5
TFT7_DragonBlue,"GuinsoosRageblade, Quicksilver, RevelEmblemItem",140,3.5
TFT7_DragonBlue,"GuinsoosRageblade, MadredsBloodrazor, UnstableConcoction",30,3.67
TFT7_DragonGold,"DragonsClaw, GargoyleStoneplate, WarmogsArmor",32,3.66
TFT7_DragonGold,"GargoyleStoneplate, IonicSpark, RedBuff",30,3.7
TFT7_DragonGold,"GargoyleStoneplate, RedBuff, Redemption",61,3.75
TFT7_DragonGold,"BrambleVest, GargoyleStoneplate, RedBuff",35,3.8
TFT7_DragonGold,"DragonsClaw, RedBuff, Redemption",16,3.81
TFT7_DragonGreen,"GuardianAngel, TitansResolve, UnstableConcoction",16,2.38
TFT7_DragonGreen,"AssassinEmblemItem, InfinityEdge, UnstableConcoction",12,2.83
TFT7_DragonGreen,"Bloodthirster, Quicksilver, TitansResolve",24,3.21
TFT7_DragonGreen,"GuardianAngel, InfinityEdge, UnstableConcoction",16,3.44
TFT7_DragonGreen,"GuardianAngel, MadredsBloodrazor, UnstableConcoction",20,3.55
TFT7_DragonPurple,"None, None, ThiefsGloves",12,1.0
TFT7_DragonPurple,"Bloodthirster, FrozenHeart, RedBuff",12,2.92
TFT7_DragonPurple,"Bloodthirster, Deathblade, TitansResolve",18,3.06
TFT7_DragonPurple,"GuinsoosRageblade, Quicksilver, UnstableConcoction",27,3.22
TFT7_DragonPurple,"InfinityEdge, Quicksilver, UnstableConcoction",25,3.24
TFT7_Elise,"GuinsoosRageblade, OrnnDeathsDefiance, Quicksilver",12,2.75
TFT7_Elise,"None, None, Shroud",30,2.8
TFT7_Elise,"GuinsoosRageblade, Quicksilver, RapidFireCannon",56,3.34
TFT7_Elise,"GuinsoosRageblade, GuinsoosRageblade, Quicksilver",14,3.43
TFT7_Elise,"None, None, ZekesHerald",26,3.58
TFT7_Ezreal,"InfinityEdge, JeweledGauntlet, SeraphsEmbrace",24,4.25
TFT7_Ezreal,"None, None, None",43130,4.5
TFT7_Ezreal,"None, None, Zephyr",20,4.55
TFT7_Ezreal,"None, None, Shroud",14,4.79
TFT7_Gnar,"GargoyleStoneplate, None, None",18,2.78
TFT7_Gnar,"DragonsClaw, None, None",16,2.81
TFT7_Gnar,"None, None, OrnnRanduinsSanctum",21,3.38
TFT7_Gnar,"MysticEmblemItem, None, None",22,3.41
TFT7_Gnar,"AssassinEmblemItem, None, None",12,3.42
TFT7_Hecarim,"None, None, ThiefsGloves",20,1.75
TFT7_Hecarim,"MirageEmblemItem, Morellonomicon, None",16,3.12
TFT7_Hecarim,"GuinsoosRageblade, Quicksilver, ThiefsGloves",12,3.25
TFT7_Hecarim,"BrambleVest, Redemption, ThiefsGloves",14,3.36
TFT7_Hecarim,"None, None, StatikkShiv",23,3.48
TFT7_Heimerdinger,"None, None, SeraphsEmbrace",13,3.08
TFT7_Heimerdinger,"InfinityEdge, None, None",13,3.23
TFT7_Heimerdinger,"None, None, Shroud",254,3.43
TFT7_Heimerdinger,"LastWhisper, None, None",14,3.43
TFT7_Heimerdinger,"Morellonomicon, None, None",15,3.47
TFT7_Illaoi,"None, None, ThiefsGloves",19,1.16
TFT7_Illaoi,"IonicSpark, StatikkShiv, ThiefsGloves",13,2.54
TFT7_Illaoi,"BrambleVest, MageEmblemItem, RedBuff",14,2.79
TFT7_Illaoi,"GargoyleStoneplate, IonicSpark, RedBuff",33,2.94
TFT7_Illaoi,"RedBuff, TitansResolve, WarmogsArmor",12,3.08
TFT7_Jinx,"None, ZekesHerald, ZekesHerald",22,3.5
TFT7_Jinx,"None, None, RunaansHurricane",14,3.64
TFT7_Jinx,"LastWhisper, None, None",16,3.69
TFT7_Jinx,"None, None, Zephyr",38,3.89
TFT7_Jinx,"None, None, Shroud",35,4.43
TFT7_Karma,"None, None, StatikkShiv",12,3.42
TFT7_Karma,"None, None, RagewingEmblemItem",15,3.6
TFT7_Karma,"None, None, Shroud",29,3.62
TFT7_Karma,"None, None, Zephyr",35,4.31
