unit,items,value_count,average_placement
TFT7_Aatrox,"None, None, ZekesHerald",14,4.14
TFT7_Aatrox,"None, None, Shroud",34,4.21
TFT7_Aatrox,"None, None, Zephyr",23,4.35
TFT7_Aatrox,"None, None, None",47793,4.5
TFT7_Aatrox,"None, None, TitanicHydra",20,4.7
TFT7_Anivia,"ArchangelsStaff, Morellonomicon, SpearOfShojin",44,3.55
TFT7_Anivia,"ArchangelsStaff, JeweledGauntlet, SpearOfShojin",32,3.97
TFT7_Anivia,"None, None, Shroud",16,4.19
TFT7_Anivia,"JeweledGauntlet, None, None",20,4.35
TFT7_Anivia,"InfinityEdge, JeweledGauntlet, SpearOfShojin",16,4.38
TFT7_AoShin,"ArchangelsStaff, OrnnZhonyasParadox, SpearOfShojin",23,2.57
TFT7_AoShin,"Bloodthirster, JeweledGauntlet, SpearOfShojin",31,2.77
TFT7_AoShin,"MadredsBloodrazor, RabadonsDeathcap, SpearOfShojin",88,2.81
TFT7_AoShin,"HextechGunblade, RabadonsDeathcap, SpearOfShojin",72,2.94
TFT7_AoShin,"ArchangelsStaff, HextechGunblade, MageEmblemItem",22,2.95
TFT7_Ashe,"None, None, RecurveBow",16,3.56
TFT7_Ashe,"LastWhisper, None, None",23,3.91
TFT7_Ashe,"None, None, Shroud",44,3.93
TFT7_Ashe,"None, None, RunaansHurricane",12,4.0
TFT7_Ashe,"None, None, Zephyr",45,4.29
TFT7_AurelionSol,"None, None, None",47311,4.5
TFT7_AurelionSol,"HextechGunblade, MageEmblemItem, SpearOfShojin",57,4.56
TFT7_AurelionSol,"ArchangelsStaff, SpearOfShojin, UnstableConcoction",12,4.58
TFT7_AurelionSol,"ArchangelsStaff, HextechGunblade, MageEmblemItem",17,4.59
TFT7_AurelionSol,"InfinityEdge, JeweledGauntlet, SpearOfShojin",17,4.88
TFT7_Bard,"None, None, ThiefsGloves",21,1.29
TFT7_Bard,"DragonsClaw, None, None",13,2.31
TFT7_Bard,"None, None, RedBuff",18,2.72
TFT7_Bard,"None, SpearOfShojin, StatikkShiv",17,2.76
TFT7_Bard,"Chalice, None, PowerGauntlet",20,2.8
TFT7_Braum,"FrozenHeart, IonicSpark, RedBuff",14,2.93
TFT7_Braum,"RedBuff, Redemption, WarmogsArmor",16,3.31
TFT7_Braum,"IonicSpark, RedBuff, WarmogsArmor",28,3.43
TFT7_Braum,"None, None, Shroud",61,3.49
TFT7_Braum,"FrozenHeart, RedBuff, WarmogsArmor",20,3.65
TFT7_Corki,"MadredsBloodrazor, Quicksilver, UnstableConcoction",12,3.58
TFT7_Corki,"HextechGunblade, SpearOfShojin, StatikkShiv",12,3.67
TFT7_Corki,"None, None, Zephyr",13,3.69
TFT7_Corki,"MadredsBloodrazor, None, StatikkShiv",14,3.71
TFT7_Corki,"GuinsoosRageblade, SpearOfShojin, StatikkShiv",29,3.86
TFT7_Diana,"InfinityEdge, IonicSpark, RabadonsDeathcap",13,2.54
TFT7_Diana,"GuardianAngel, IonicSpark, RedBuff",12,2.92
TFT7_Diana,"IonicSpark, JeweledGauntlet, RedBuff",14,2.93
TFT7_Diana,"FrozenHeart, RedBuff, StatikkShiv",17,2.94
