augment2_grp,Value_Count,average_placement
TFT6_Augment_Traitless1,2,2.5
TFT6_Augment_Traitless3,3,2.67
TFT6_Augment_Traitless2,12,3.5
TFT7_Augment_JadeTrait2,37,3.51
TFT7_Augment_AssassinTrait,40,3.65
TFT7_Augment_ShimmerscaleTrait2,32,3.66
TFT7_Augment_RevelPartyFavorsHR,3,3.67
TFT7_Augment_ShapeshifterBeastsDen,434,3.75
TFT7_Augment_ScalescornEmblem,237,3.8
TFT7_Augment_AssassinEmblem2,46,3.87
TFT6_Augment_TriForce2,9,3.89
TFT7_Augment_GuildTrait,35,3.89
TFT6_Augment_Diversify2,1407,3.92
TFT6_Augment_CyberneticUplink2,611,3.92
TFT7_Augment_ScalescornEmblem2,55,3.96
TFT7_Augment_MageEmblem2,140,3.97
TFT7_Augment_ShapeshifterTrait,103,3.99
TFT7_Augment_ShapeshifterTrait2,84,4.05
TFT6_Augment_Meditation3,124,4.07
TFT6_Augment_CyberneticUplink3,127,4.09
TFT6_Augment_TheGoldenEgg,330,4.1
TFT6_Augment_CelestialBlessing3,380,4.13
TFT6_Augment_CyberneticImplants3,79,4.15
TFT7_Augment_BigFriend2,461,4.16
TFT7_Augment_CavalierEmblem2,62,4.16
TFT7_Augment_MirageHallucinate,188,4.16
TFT6_Augment_CyberneticUplink1,117,4.16
TFT7_Augment_RevelEmblem2,66,4.17
TFT6_Augment_Diversify1,258,4.18
TFT7_Augment_BigFriend,61,4.18
TFT6_Augment_CyberneticShell2,407,4.18
TFT7_Augment_BestFriends2,1514,4.19
TFT6_Augment_CelestialBlessing2,1894,4.22
TFT6_Augment_HighEndShopping,487,4.23
TFT6_Augment_Distancing2,431,4.23
TFT6_Augment_Diversify3,283,4.24
TFT7_Augment_JadePenitence,70,4.24
TFT7_Augment_CavalierDevastatingCharge,111,4.25
TFT6_Augment_CyberneticImplants2,394,4.25
TFT7_Augment_BruiserTitanicStrength,119,4.25
TFT6_Augment_CyberneticImplants1,68,4.26
TFT7_Augment_MysticTrait,91,4.27
TFT6_Augment_BandOfThieves2,148,4.28
