augment0_grp,Value_Count,average_placement
None,16,1.0
TFT7_Augment_Preparation2HR,4,2.5
TFT7_Augment_RevelEmblem2,529,3.53
TFT7_Augment_MageConferenceHR,14,3.64
TFT7_Augment_LivingForgeHR,5,3.8
TFT7_Augment_AssassinEmblem2,410,3.85
TFT7_Augment_GadgetExpert,1696,3.96
TFT7_Augment_JadeEmblem,327,3.98
TFT6_Augment_PortableForge,2032,4.0
TFT7_Augment_JadeTrait2,84,4.04
TFT7_Augment_AssassinEmblem,1043,4.04
TFT7_Augment_CursedCrown,166,4.05
TFT7_Augment_MageEmblem2,335,4.05
TFT7_Augment_MysticTrait2,62,4.08
TFT7_Augment_ShapeshifterBeastsDen,545,4.09
TFT6_Augment_SlowAndSteady,369,4.11
TFT7_Augment_BestFriends2,1549,4.12
TFT6_Augment_TriForce2,853,4.15
TFT7_Augment_ClutteredMind,1480,4.19
TFT6_Augment_Twins2,1035,4.2
TFT6_Augment_Traitless2,700,4.21
TFT7_Augment_MageConference,1132,4.21
TFT6_Augment_Weakspot,1119,4.22
TFT6_Augment_LudensEcho2,999,4.22
TFT6_Augment_Electrocharge1,890,4.23
TFT6_Augment_LudensEcho1,700,4.24
TFT6_Augment_Meditation2,946,4.26
TFT7_Augment_BandOfThieves1,898,4.26
TFT6_Augment_Featherweights2,430,4.27
TFT6_Augment_TriForce1,419,4.27
TFT7_Augment_MikaelsGift,677,4.27
TFT7_Augment_ScalescornEmblem2,268,4.28
TFT6_Augment_CyberneticUplink2,1351,4.29
TFT7_Augment_AFK,1339,4.29
TFT7_Augment_GuildLootHR,7,4.29
TFT7_Augment_ShapeshifterTrait2,223,4.31
TFT6_Augment_LudensEcho3,240,4.32
TFT7_Augment_BestFriends3,340,4.32
TFT7_Augment_LivingForge,426,4.33
TFT6_Augment_Twins1,412,4.33
TFT6_Augment_Distancing2,917,4.33
TFT7_Augment_MageTrait,548,4.33
TFT7_Augment_ShapeshifterTrait,312,4.35
TFT6_Augment_Distancing,652,4.35
TFT6_Augment_Electrocharge2,1280,4.36
TFT6_Augment_ItemGrabBag1,913,4.37
TFT7_Augment_CavalierEmblem2,356,4.37
TFT6_Augment_Twins3,311,4.37
TFT7_Augment_Preparation,376,4.38
TFT7_Augment_ScalescornTrait,327,4.39
TFT6_Augment_SecondWind2,1329,4.39
TFT6_Augment_CyberneticUplink3,281,4.39
TFT7_Augment_WhispersEmblem2,215,4.4
TFT6_Augment_Meditation1,622,4.41
TFT6_Augment_CyberneticUplink1,856,4.41
TFT7_Augment_ScalescornEmblem,629,4.42
TFT6_Augment_Traitless3,247,4.42
TFT7_Augment_MysticTrait,489,4.42
TFT6_Augment_TradeSector,1573,4.43
TFT6_Augment_CelestialBlessing2,1334,4.44
TFT6_Augment_SalvageBin,792,4.45
TFT6_Augment_PandorasItems,931,4.45
TFT7_Augment_MirageEmblem2,116,4.45
TFT6_Augment_MetabolicAccelerator,988,4.45
TFT6_Augment_CalculatedLoss,1139,4.45
TFT6_Augment_CyberneticImplants2,1238,4.46
TFT7_Augment_JadeTrait,291,4.48
TFT6_Augment_CelestialBlessing1,727,4.5
TFT7_Augment_RagewingScorch,310,4.5
TFT7_Augment_BestFriends1,981,4.51
TFT6_Augment_ClearMind,1056,4.51
TFT7_Augment_CannoneerTrait,481,4.51
TFT7_Augment_SwiftshotPressTheAttack,670,4.51
TFT7_Augment_ThinkFast,96,4.52
TFT7_Augment_CannoneerEmblem2,172,4.52
TFT6_Augment_CyberneticShell2,1128,4.52
TFT7_Augment_TempestEmblem2,28,4.54
TFT6_Augment_Windfall,47,4.55
TFT6_Augment_SecondWind1,1043,4.55
TFT6_Augment_TriForce3,225,4.55
TFT7_Augment_MageEmblem,719,4.56
TFT7_Augment_BruiserTitanicStrength,373,4.56
TFT6_Augment_BandOfThieves2,77,4.56
TFT6_Augment_ThrillOfTheHunt1,862,4.56
TFT6_Augment_TargetDummies,690,4.56
TFT6_Augment_Traitless1,205,4.57
TFT7_Augment_Preparation2,436,4.57
TFT6_Augment_CyberneticShell1,832,4.58
TFT7_Augment_CavalierForAllUnits,144,4.59
TFT7_Augment_GuildEmblem2,270,4.59
TFT7_Augment_GuildEmblem,931,4.6
TFT7_Augment_SwiftshotEmblem2,198,4.61
TFT7_Augment_UrfsGrabBag1,1276,4.61
TFT7_Augment_Bloodlust1,508,4.61
TFT7_Augment_JadeEternalProtection,90,4.62
TFT6_Augment_ForceOfNature,261,4.62
TFT7_Augment_GuardianEmblem2,22,4.64
TFT7_Augment_BruiserEmblem,278,4.64
TFT6_Augment_Featherweights1,309,4.65
TFT7_Augment_GuardianEmblem,141,4.65
TFT7_Augment_MirageEmblem,473,4.65
TFT6_Augment_ThriftShop,209,4.66
TFT6_Augment_MakeshiftArmor2,524,4.66
TFT6_Augment_SunfireBoard,930,4.66
TFT6_Augment_ThrillOfTheHunt2,1190,4.66
TFT6_Augment_TinyTitans,620,4.67
TFT6_Augment_HyperRoll,873,4.67
TFT6_Augment_Ascension,1056,4.68
TFT6_Augment_Electrocharge3,181,4.69
TFT6_Augment_Meditation3,205,4.69
TFT6_Augment_RichGetRicher,972,4.69
TFT7_Augment_CavalierEmblem,771,4.7
TFT6_Augment_MakeshiftArmor1,474,4.7
TFT7_Augment_TempestTrait,107,4.71
TFT6_Augment_TrueTwos,1130,4.72
TFT7_Augment_RagewingEmblem2,78,4.72
TFT6_Augment_RadiantRelics,365,4.74
TFT7_Augment_TomeOfTraits2,108,4.75
TFT7_Augment_BruiserPersonalTraining,278,4.76
TFT7_Augment_EvokerEmblem,361,4.76
TFT7_Augment_WhispersTrait,214,4.78
TFT7_Augment_BruiserEmblem2,64,4.78
TFT7_Augment_GuildTrait,378,4.78
TFT7_Augment_CannoneerHotShot,794,4.78
TFT7_Augment_UrfsGrabBag2,311,4.79
TFT6_Augment_CyberneticImplants1,765,4.79
TFT6_Augment_FirstAidKit,306,4.79
TFT6_Augment_BlueBattery2,425,4.8
TFT7_Augment_GuildLoot,399,4.81
TFT7_Augment_BruiserTrait,305,4.81
TFT6_Augment_CelestialBlessing3,227,4.83
TFT6_Augment_CyberneticImplants3,263,4.83
TFT7_Augment_ShimmerscaleEmblem,595,4.83
