augment2_grp,Value_Count,average_placement
TFT6_Augment_Traitless1,1,1.0
TFT6_Augment_Traitless2,1,2.0
TFT7_Augment_AssassinTrait,1,2.0
TFT7_Augment_ShimmerscaleTrait,5,2.0
TFT7_Augment_TomeOfTraits2,21,3.0
TFT7_Augment_SwiftshotTrait,1,3.0
TFT7_Augment_GuildEmblem2,1,3.0
TFT6_Augment_CyberneticUplink3,39,3.28
TFT7_Augment_CavalierEmblem2,10,3.3
TFT7_Augment_CavalierForAllUnits,13,3.31
TFT7_Augment_ShimmerscaleEmblem,3,3.33
TFT6_Augment_CyberneticImplants1,10,3.4
TFT7_Augment_BandOfThieves1,21,3.48
TFT7_Augment_RagewingEmblem,4,3.5
TFT7_Augment_RevelTrait,2,3.5
TFT7_Augment_GuardianEmblem2,4,3.5
TFT7_Augment_JadeEmblem,12,3.67
TFT7_Augment_BigFriend,4,3.75
TFT7_Augment_CannoneerEmblem2,12,3.75
TFT6_Augment_CyberneticUplink2,141,3.77
TFT7_Augment_MirageEmblem2,10,3.8
TFT6_Augment_Distancing3,11,3.82
TFT6_Augment_CyberneticImplants3,20,3.85
TFT7_Augment_MageTrait,9,3.89
TFT7_Augment_WhispersEmblem2,13,3.92
TFT7_Augment_AxiomArc1,12,3.92
TFT7_Augment_JadeTrait,50,3.98
TFT6_Augment_FirstAidKit,11,4.0
TFT6_Augment_CyberneticUplink1,22,4.0
TFT7_Augment_RagewingTantrum,11,4.0
TFT7_Augment_AssassinCutthroat,9,4.0
TFT7_Augment_MirageHallucinate,19,4.0
TFT7_Augment_TempestEmblem2,1,4.0
TFT7_Augment_CavalierEmblem,33,4.03
TFT6_Augment_Diversify2,273,4.07
TFT6_Augment_TheGoldenEgg,46,4.09
TFT7_Augment_GuardianHeroicPresence,8,4.12
TFT6_Augment_VerdantVeil,38,4.13
TFT7_Augment_ThinkFast,33,4.15
TFT7_Augment_ShapeshifterBeastsDen,37,4.16
TFT7_Augment_ScalescornTrait,6,4.17
TFT6_Augment_SecondWind1,30,4.17
TFT7_Augment_MageEmblem2,16,4.19
TFT6_Augment_PortableForge,308,4.19
TFT7_Augment_RevelPartyFavors,25,4.2
TFT7_Augment_JadeEternalProtection,45,4.2
TFT7_Augment_EvokerTrait,5,4.2
TFT6_Augment_MaxLevel10,42,4.21
TFT6_Augment_CyberneticShell2,92,4.21
TFT7_Augment_JadePenitence,33,4.24
TFT6_Augment_Diversify1,55,4.24
TFT6_Augment_Featherweights2,4,4.25
TFT7_Augment_ScalescornEmblem,26,4.27
TFT6_Augment_CyberneticImplants2,83,4.27
TFT6_Augment_ThrillOfTheHunt2,182,4.31
TFT7_Augment_BruiserEmblem2,3,4.33
TFT7_Augment_CannoneerHotShot,48,4.33
TFT7_Augment_ShimmerscaleSpending,6,4.33
TFT7_Augment_TempestEmblem,3,4.33
TFT7_Augment_ShapeshifterTrait,6,4.33
TFT7_Augment_CannoneerEmblem,38,4.34
TFT6_Augment_Diversify3,73,4.36
TFT7_Augment_RevelPartyTime,28,4.36
TFT7_Augment_BestFriends2,105,4.37
TFT6_Augment_CyberneticShell1,13,4.38
TFT7_Augment_AssassinEmblem,16,4.38
TFT6_Augment_BlueBattery2,85,4.41
TFT6_Augment_CelestialBlessing2,247,4.41
TFT7_Augment_DragonAlliance,45,4.42
TFT6_Augment_JeweledLotus,141,4.43
TFT6_Augment_BinaryAirdrop,9,4.44
TFT6_Augment_SunfireBoard,98,4.45
TFT7_Augment_GuardianEmblem,13,4.46
TFT7_Augment_MikaelsGift,37,4.46
TFT7_Augment_BestFriends3,17,4.47
TFT6_Augment_HighEndShopping,58,4.47
TFT7_Augment_DragonmancerEmblem,17,4.47
TFT7_Augment_MirageEmblem,33,4.48
TFT6_Augment_CelestialBlessing1,26,4.5
TFT6_Augment_MakeshiftArmor3,6,4.5
TFT7_Augment_GuildTrait,2,4.5
TFT6_Augment_Featherweights3,2,4.5
TFT6_Augment_TomeOfTraits1,78,4.53
TFT6_Augment_CelestialBlessing3,64,4.55
TFT7_Augment_DragonmancerInspire,16,4.56
TFT6_Augment_Ascension,272,4.58
TFT7_Augment_DragonHorde,52,4.58
TFT7_Augment_RagewingScorch,22,4.59
TFT7_Augment_AstralTrait,5,4.6
TFT7_Augment_JadeTrait2,19,4.63
TFT6_Augment_FuturePeepers,19,4.63
TFT6_Augment_MakeshiftArmor2,39,4.64
TFT6_Augment_ItemGrabBag2,22,4.64
TFT7_Augment_EvokerEmblem,26,4.65
TFT6_Augment_SecondWind2,233,4.66
TFT7_Augment_CannoneerTrait,12,4.67
TFT7_Augment_CannoneerRicochet,34,4.68
TFT6_Augment_ItemGrabBag1,19,4.68
TFT6_Augment_TargetDummies,102,4.68
TFT7_Augment_UrfsGrabBag1,169,4.7
TFT6_Augment_ForceOfNature,74,4.7
TFT6_Augment_WindfallPlusPlus,30,4.73
TFT7_Augment_BruiserEmblem,11,4.73
TFT7_Augment_MysticTrait,11,4.73
TFT6_Augment_ComponentGrabBag,247,4.74
TFT6_Augment_Weakspot,38,4.76
TFT7_Augment_GadgetExpert,86,4.76
TFT6_Augment_ThrillOfTheHunt1,30,4.77
TFT7_Augment_ScalescornEmblem2,5,4.8
TFT7_Augment_EvokerEmblem2,5,4.8
TFT7_Augment_CursedCrown,15,4.8
TFT7_Augment_BruiserTitanicStrength,16,4.81
TFT7_Augment_SwiftshotPressTheAttack,16,4.81
TFT7_Augment_FirstAidKit2,71,4.82
TFT7_Augment_EvokerEssenceTheft,24,4.83
TFT6_Augment_Distancing2,57,4.84
TFT6_Augment_PandorasItems,13,4.85
TFT6_Augment_RadiantRelics,68,4.85
TFT7_Augment_PandorasBench,72,4.86
TFT7_Augment_AxiomArc2,46,4.87
TFT7_Augment_WarriorTiamat,11,4.91
TFT6_Augment_Meditation2,96,4.92
TFT6_Augment_MakeshiftArmor1,12,4.92
TFT6_Augment_Recombobulator,16,4.94
TFT7_Augment_BigFriend2,26,4.96
TFT7_Augment_GuildGearUpgrades,2,5.0
TFT6_Augment_SalvageBin,44,5.0
TFT7_Augment_ShimmerscaleTrait2,2,5.0
TFT7_Augment_CavalierTrait,4,5.0
TFT7_Augment_RagewingTrait,1,5.0
TFT7_Augment_GuildEmblem,3,5.0
TFT6_Augment_Meditation1,20,5.05
TFT6_Augment_BandOfThieves2,18,5.06
TFT6_Augment_GrandGambler,25,5.12
TFT7_Augment_MageEmblem,65,5.14
TFT7_Augment_MysticTrait2,12,5.17
TFT7_Augment_UrfsGrabBag2,42,5.21
TFT7_Augment_WhispersTrait,4,5.25
TFT6_Augment_CyberneticShell3,21,5.29
TFT6_Augment_Distancing,6,5.33
TFT7_Augment_CavalierDevastatingCharge,8,5.38
TFT7_Augment_GuardianTrait,5,5.4
TFT7_Augment_SwiftshotEmblem2,2,5.5
TFT7_Augment_AstralIntercosmicGifts,12,5.5
TFT6_Augment_Meditation3,24,5.5
TFT7_Augment_AssassinEmblem2,5,5.6
TFT7_Augment_DragonmancerEmblem2,3,5.67
TFT7_Augment_SwiftshotEmblem,7,5.71
TFT7_Augment_WarriorEmblem,14,5.79
TFT7_Augment_RagewingEmblem2,1,6.0
TFT7_Augment_WarriorTrait,1,6.0
TFT7_Augment_WarriorEmblem2,2,6.0
TFT6_Augment_TriForce1,1,6.0
TFT7_Augment_BruiserTrait,1,6.0
TFT6_Augment_FuturePeepers2,5,6.2
TFT7_Augment_BestFriends1,14,6.5
TFT7_Augment_MirageTrait,4,6.5
TFT7_Augment_RevelEmblem2,5,6.6
TFT7_Augment_TempestEyeOfTheStorm,3,7.0
TFT7_Augment_TempestTrait,2,7.0
TFT7_Augment_ShapeshifterTrait2,2,7.5
None,43,7.84
TFT6_Augment_Featherweights1,1,8.0
