unit,items,value_count,average_placement
TFT7_AoShin,"ArchangelsStaff, GuinsoosRageblade, HextechGunblade",12,2.83
TFT7_AoShin,"ArchangelsStaff, RabadonsDeathcap, SpearOfShojin",26,2.88
TFT7_AoShin,"ArchangelsStaff, GuinsoosRageblade, JeweledGauntlet",21,2.95
TFT7_AoShin,"JeweledGauntlet, SpearOfShojin, UnstableConcoction",24,2.96
TFT7_AoShin,"ArchangelsStaff, MadredsBloodrazor, UnstableConcoction",12,3.0
TFT7_Aphelios,"LastWhisper, MadredsBloodrazor, None",18,1.22
TFT7_Aphelios,"LastWhisper, None, RunaansHurricane",12,2.25
TFT7_Aphelios,"GuinsoosRageblade, LastWhisper, None",53,2.36
TFT7_Aphelios,"InfinityEdge, LastWhisper, None",15,2.47
TFT7_Aphelios,"HextechGunblade, LastWhisper, ZekesHerald",16,2.62
TFT7_AquaticDragon,"BlueBuffRadiant, HextechGunblade, JeweledGauntlet",15,3.53
TFT7_AquaticDragon,"HextechGunblade, JeweledGauntlet, MadredsBloodrazor",18,3.78
TFT7_AquaticDragon,"InfinityEdge, Morellonomicon, SeraphsEmbrace",34,3.79
TFT7_AquaticDragon,"ArchangelsStaff, HextechGunbladeRadiant, SeraphsEmbrace",15,3.87
TFT7_AquaticDragon,"HextechGunblade, RabadonsDeathcap, SeraphsEmbrace",63,4.03
TFT7_AurelionSol,"ArchangelsStaff, HextechGunblade, MadredsBloodrazor",14,3.43
TFT7_AurelionSol,"HextechGunblade, InfinityEdge, JeweledGauntlet",13,3.62
TFT7_AurelionSol,"InfinityEdge, JeweledGauntlet, SeraphsEmbrace",33,3.85
TFT7_AurelionSol,"ArchangelsStaff, HextechGunblade, JeweledGauntlet",27,3.93
TFT7_AurelionSol,"ArchangelsStaff, HextechGunblade, MageEmblemItem",22,3.95
TFT7_Bard,"EmptyBag, EmptyBag, ThiefsGloves",30,1.13
TFT7_Bard,"None, Shroud, StatikkShiv",13,2.0
TFT7_Bard,"None, StatikkShiv, ZekesHerald",20,2.15
TFT7_Bard,"None, ZekesHerald, ZekesHerald",26,2.5
TFT7_Bard,"None, PowerGauntlet, StatikkShiv",19,2.68
TFT7_Braum,"FrozenHeart, None, Redemption",13,2.92
TFT7_Braum,"None, None, Shroud",54,3.07
TFT7_Braum,"None, None, PowerGauntlet",14,3.14
TFT7_Braum,"IonicSpark, None, None",18,3.44
TFT7_Braum,"None, None, Zephyr",75,3.52
TFT7_Diana,"IonicSpark, MadredsBloodrazor, RedBuff",30,2.73
TFT7_Diana,"IonicSpark, RabadonsDeathcap, RedBuff",53,2.74
TFT7_Diana,"IonicSpark, TitansResolve, UnstableConcoction",12,2.75
TFT7_Diana,"DragonsClaw, IonicSpark, RedBuff",13,2.85
TFT7_Diana,"None, None, Shroud",28,2.86
TFT7_DragonBlue,"ArchangelsStaff, MadredsBloodrazor, RabadonsDeathcap",18,2.44
TFT7_DragonBlue,"ArchangelsStaff, GuinsoosRageblade, RabadonsDeathcap",18,2.72
TFT7_DragonBlue,"ArchangelsStaff, ArchangelsStaff, JeweledGauntlet",28,3.0
TFT7_DragonBlue,"HextechGunblade, InfinityEdge, JeweledGauntlet",19,3.11
TFT7_DragonBlue,"GuinsoosRageblade, Quicksilver, UnstableConcoction",19,3.16
TFT7_DragonEarth,"BrambleVest, GargoyleStoneplate, WarmogsArmor",18,2.33
TFT7_DragonEarth,"RedBuff, Redemption, WarmogsArmor",19,2.47
TFT7_DragonEarth,"GargoyleStoneplate, GargoyleStoneplate, RedBuff",15,2.67
TFT7_DragonEarth,"DragonsClaw, RedBuff, WarmogsArmor",34,2.74
TFT7_DragonEarth,"GargoyleStoneplate, TitansResolve, WarmogsArmor",17,2.82
TFT7_DragonGold,"GargoyleStoneplate, RedBuff, ShimmerscaleDiamondHands",13,3.15
TFT7_DragonGold,"BrambleVest, DragonsClaw, RedBuff",23,3.35
TFT7_DragonGold,"BrambleVest, RedBuff, WarmogsArmor",25,3.48
TFT7_DragonGold,"BrambleVest, RedBuff, ShimmerscaleMogulsMail",14,3.57
TFT7_DragonGold,"BrambleVest, RedBuff, Redemption",13,3.77
TFT7_DragonGreen,"Bloodthirster, TitansResolve, UnstableConcoction",20,4.3
TFT7_DragonGreen,"Bloodthirster, GuardianAngel, TitansResolve",28,4.36
TFT7_DragonGreen,"FrozenHeart, None, None",13,4.46
TFT7_DragonGreen,"None, None, None",54891,4.5
TFT7_DragonGreen,"Bloodthirster, TitansResolve, TitansResolve",27,4.52
TFT7_DragonGuild,"EmptyBag, EmptyBag, ThiefsGloves",16,1.12
TFT7_DragonGuild,"None, RedBuff, WarmogsArmor",12,3.67
TFT7_DragonGuild,"None, None, Shroud",13,3.92
TFT7_DragonGuild,"FrozenHeart, None, None",33,4.03
TFT7_DragonGuild,"None, None, Zephyr",23,4.13
TFT7_DragonPurple,"EmptyBag, EmptyBag, ThiefsGloves",12,1.5
TFT7_DragonPurple,"OrnnDeathsDefiance, Quicksilver, TitansResolve",16,2.69
TFT7_DragonPurple,"Bloodthirster, HextechGunblade, TitansResolve",14,3.0
TFT7_DragonPurple,"TitansResolve, TitansResolve, UnstableConcoction",17,3.12
TFT7_DragonPurple,"Bloodthirster, Quicksilver, UnstableConcoction",22,3.32
TFT7_DragonSwain,"FrozenHeart, Morellonomicon, ZekesHerald",12,3.58
TFT7_DragonSwain,"DragonsClaw, FrozenHeart, Morellonomicon",19,3.74
TFT7_DragonSwain,"FrozenHeart, Morellonomicon, Redemption",14,3.86
TFT7_DragonSwain,"GargoyleStoneplate, Morellonomicon, ZekesHerald",18,3.89
TFT7_DragonSwain,"FrozenHeart, Morellonomicon, WarmogsArmor",22,4.0
TFT7_Ezreal,"DragonmancerEmblemItem, None, None",63,3.92
TFT7_Ezreal,"None, None, None",56182,4.5
TFT7_Ezreal,"None, None, StatikkShiv",16,5.0
