augment0_grp,Value_Count,average_placement
TFT7_Augment_SacrificialPact,20,2.95
TFT7_Augment_TempestEmblem2,6,3.0
TFT7_Augment_Preparation2HR,1,3.0
TFT7_Augment_CursedCrown,12,3.25
TFT7_Augment_CavalierForAllUnits,15,3.47
TFT7_Augment_SwiftshotEmblem2,4,3.5
TFT7_Augment_MysticTrait,60,3.58
TFT6_Augment_CyberneticImplants3,19,3.63
TFT7_Augment_ShimmerscaleTrait2,15,3.67
TFT7_Augment_GadgetExpert,162,3.71
TFT7_Augment_CavalierEmblem2,30,3.8
TFT6_Augment_Twins3,10,3.8
TFT7_Augment_JadeTrait2,36,3.81
TFT7_Augment_MirageEmblem2,11,3.82
TFT6_Augment_Traitless3,21,3.86
TFT7_Augment_MirageHallucinate,32,3.91
TFT7_Augment_GuardianEmblem2,23,3.91
TFT6_Augment_PortableForge,526,3.92
TFT6_Augment_CyberneticShell2,78,3.97
TFT6_Augment_FuturePeepers2,2,4.0
TFT7_Augment_AssassinCutthroat,2,4.0
TFT7_Augment_CannoneerTrait,58,4.02
TFT6_Augment_ClearMind,114,4.03
TFT7_Augment_JadeEmblem,86,4.06
TFT7_Augment_BruiserTrait,25,4.12
TFT7_Augment_ClutteredMind,138,4.14
TFT7_Augment_ScalescornTrait,13,4.15
TFT6_Augment_MakeshiftArmor1,26,4.15
TFT7_Augment_EvokerTrait,53,4.15
TFT6_Augment_Weakspot,272,4.15
TFT7_Augment_CannoneerHotShot,87,4.16
TFT7_Augment_WhispersEmblem2,24,4.17
TFT6_Augment_Meditation2,71,4.18
TFT7_Augment_BandOfThieves1,241,4.18
TFT7_Augment_RagewingTantrum,11,4.18
TFT6_Augment_CyberneticUplink2,131,4.18
TFT6_Augment_CyberneticUplink1,75,4.19
TFT7_Augment_RevelTrait,20,4.2
TFT7_Augment_JadeTrait,106,4.21
TFT7_Augment_CavalierDevastatingCharge,23,4.22
TFT7_Augment_ShapeshifterBeastsDen,41,4.24
TFT7_Augment_MysticTrait2,16,4.25
TFT7_Augment_CannoneerEmblem2,34,4.26
TFT6_Augment_ItemGrabBag2,44,4.27
TFT7_Augment_SwiftshotPressTheAttack,21,4.29
TFT6_Augment_TriForce2,37,4.3
TFT7_Augment_GuardianEmblem,19,4.32
TFT6_Augment_Electrocharge2,265,4.32
TFT7_Augment_AFK,130,4.32
TFT6_Augment_MetabolicAccelerator,254,4.33
TFT7_Augment_EvokerEmblem2,30,4.33
TFT7_Augment_BestFriends2,124,4.34
TFT6_Augment_Traitless2,80,4.34
TFT7_Augment_LivingForge,132,4.35
TFT6_Augment_TradeSector,393,4.36
TFT6_Augment_JeweledLotus,163,4.37
TFT6_Augment_CyberneticImplants2,71,4.37
TFT6_Augment_LudensEcho1,171,4.37
TFT6_Augment_BandOfThieves2,28,4.39
TFT6_Augment_ItemGrabBag1,236,4.39
TFT6_Augment_ForceOfNature,67,4.4
TFT6_Augment_TriForce3,10,4.4
TFT7_Augment_WarriorTrait,17,4.41
TFT7_Augment_UrfsGrabBag2,63,4.41
TFT6_Augment_MaxLevel10,98,4.41
TFT6_Augment_TargetDummies,161,4.42
TFT6_Augment_SecondWind2,296,4.43
TFT6_Augment_MakeshiftArmor2,39,4.44
TFT7_Augment_BestFriends3,29,4.45
TFT6_Augment_LudensEcho2,208,4.45
TFT6_Augment_Electrocharge3,46,4.46
TFT7_Augment_ScalescornEmblem2,24,4.46
TFT6_Augment_Ascension,354,4.46
TFT6_Augment_SalvageBin,82,4.46
TFT7_Augment_MirageEmblem,64,4.48
TFT6_Augment_Meditation3,31,4.48
