augment2_grp,Value_Count,average_placement
TFT6_Augment_Traitless3,2,1.0
TFT6_Augment_Traitless1,5,1.2
TFT6_Augment_TriForce1,1,2.0
TFT6_Augment_Traitless2,13,2.31
TFT7_Augment_JadeTrait2,8,3.0
TFT6_Augment_TriForce2,2,3.5
TFT7_Augment_ScalescornEmblem2,40,3.65
TFT7_Augment_DragonmancerEmblem2,46,3.7
TFT7_Augment_SwiftshotEmblem2,39,3.74
TFT7_Augment_JadePenitence,16,3.81
TFT6_Augment_CyberneticImplants3,142,3.82
TFT7_Augment_CannoneerRicochet,392,3.83
TFT6_Augment_FuturePeepers2,25,3.84
TFT7_Augment_DragonmancerEmblem,181,3.85
TFT7_Augment_ScalescornBaseCamp,204,3.87
TFT6_Augment_Weakspot,271,3.89
TFT7_Augment_DarkflightEmblem,327,3.91
TFT7_Augment_GuildEmblem2,86,3.92
TFT6_Augment_WoodlandCharm,101,3.92
TFT6_Augment_MeleeStarBlade3,129,3.96
TFT7_Augment_AxiomArc1,71,3.99
TFT7_Augment_BigFriend,34,4.0
TFT7_Augment_TempestEyeOfTheStorm,102,4.0
TFT7_Augment_CavalierForAllUnits,65,4.0
TFT7_Augment_MikaelsGift,1036,4.04
TFT6_Augment_CyberneticUplink1,116,4.05
TFT7_Augment_ScalescornEmblem,187,4.06
TFT7_Augment_MirageTrait,30,4.07
TFT7_Augment_GuildEmblem,455,4.08
TFT7_Augment_CannoneerEmblem,375,4.1
TFT7_Augment_MirageEmblem2,38,4.11
TFT7_Augment_RagewingTantrum,221,4.12
TFT7_Augment_RagewingScorch,331,4.13
TFT7_Augment_SwiftshotPressTheAttack,403,4.15
TFT7_Augment_CannoneerEmblem2,60,4.15
TFT6_Augment_CyberneticImplants1,108,4.15
TFT6_Augment_Featherweights2,6,4.17
TFT7_Augment_DarkflightEmblem2,60,4.17
TFT7_Augment_SwiftshotEmblem,209,4.17
TFT7_Augment_BigFriend2,262,4.18
TFT6_Augment_CyberneticImplants2,748,4.22
TFT6_Augment_CyberneticShell3,141,4.22
TFT6_Augment_MeleeStarBlade1,72,4.22
TFT7_Augment_DarkflightTrait,43,4.23
TFT7_Augment_TomeOfTraits2,156,4.24
TFT6_Augment_CyberneticUplink2,656,4.24
TFT6_Augment_FuturePeepers,72,4.24
TFT7_Augment_BestFriends1,81,4.26
TFT7_Augment_GuildTrait,61,4.26
TFT6_Augment_MeleeStarBlade2,652,4.28
TFT7_Augment_CavalierEmblem2,76,4.28
TFT7_Augment_CannoneerTrait,80,4.28
TFT6_Augment_CyberneticShell1,114,4.29
TFT7_Augment_AssassinEmblem2,21,4.29
TFT6_Augment_CyberneticShell2,790,4.32
TFT6_Augment_PandorasItems,98,4.33
TFT6_Augment_Diversify1,156,4.33
TFT6_Augment_BinaryAirdrop,61,4.34
TFT6_Augment_CelestialBlessing2,1408,4.34
TFT7_Augment_CannoneerHotShot,406,4.35
TFT7_Augment_WarriorEmblem2,44,4.36
TFT7_Augment_CavalierEmblem,539,4.36
TFT7_Augment_GuildGearUpgrades,137,4.36
TFT7_Augment_MysticTrait,16,4.38
TFT6_Augment_Diversify2,1080,4.39
TFT6_Augment_Diversify3,166,4.4
TFT6_Augment_CyberneticUplink3,114,4.4
TFT6_Augment_CelestialBlessing1,190,4.42
TFT7_Augment_BruiserTitanicStrength,81,4.43
TFT7_Augment_AgeOfDragons,46,4.43
TFT6_Augment_TheGoldenEgg,187,4.43
TFT7_Augment_TempestEmblem2,21,4.43
TFT7_Augment_LuckyGloves,75,4.43
TFT7_Augment_BestFriends2,585,4.47
TFT6_Augment_HighEndShopping,217,4.48
TFT7_Augment_MirageHallucinate,132,4.48
TFT7_Augment_TempestEmblem,77,4.49
TFT6_Augment_Battlemage2,195,4.49
TFT6_Augment_Ascension,1167,4.52
TFT7_Augment_ThinkFast,101,4.53
TFT6_Augment_BlueBattery1,52,4.54
TFT6_Augment_PortableForge,1448,4.54
TFT7_Augment_GuardianTrait,13,4.54
TFT6_Augment_CelestialBlessing3,244,4.55
TFT7_Augment_ShimmerscaleSpending,52,4.56
TFT7_Augment_MirageEmblem,225,4.56
TFT7_Augment_UrfsGrabBag2,226,4.58
TFT7_Augment_DragonmancerInTraining,69,4.58
TFT7_Augment_SwiftshotTrait,52,4.58
TFT6_Augment_BandOfThieves2,127,4.58
TFT7_Augment_GuardianHeroicPresence,67,4.58
TFT7_Augment_RagewingTrait2,24,4.58
TFT7_Augment_BandOfThieves1,175,4.58
TFT6_Augment_WindfallPlusPlus,157,4.59
TFT7_Augment_CavalierDevastatingCharge,143,4.59
TFT6_Augment_SalvageBin,322,4.59
TFT7_Augment_BestFriends3,132,4.59
TFT6_Augment_ThrillOfTheHunt1,202,4.59
TFT7_Augment_ShapeshifterBeastsDen,49,4.61
TFT6_Augment_ComponentGrabBag,1694,4.63
TFT7_Augment_WhispersTerrify,186,4.65
TFT6_Augment_Distancing2,313,4.66
TFT6_Augment_Battlemage1,42,4.67
TFT6_Augment_ThrillOfTheHunt2,1249,4.67
TFT6_Augment_VerdantVeil,88,4.67
TFT6_Augment_Battlemage3,34,4.68
TFT7_Augment_PandorasBench,410,4.7
TFT7_Augment_UrfsGrabBag1,1020,4.72
TFT6_Augment_SecondWind2,938,4.72
TFT6_Augment_JeweledLotus,618,4.73
TFT6_Augment_ItemGrabBag2,120,4.74
TFT7_Augment_ShapeshifterTrait2,4,4.75
TFT6_Augment_ForceOfNature,251,4.76
TFT7_Augment_JadeTrait,33,4.76
TFT7_Augment_MageEmblem2,25,4.76
TFT6_Augment_SecondWind1,190,4.77
TFT7_Augment_WarriorEmblem,257,4.78
TFT6_Augment_RadiantRelics,259,4.8
TFT6_Augment_SunfireBoard,453,4.8
TFT7_Augment_ScalescornTrait,37,4.81
TFT6_Augment_MaxLevel10,174,4.82
TFT7_Augment_ScopedWeapons2,73,4.82
TFT7_Augment_FirstAidKit2,243,4.83
TFT7_Augment_CursedCrown,78,4.83
TFT7_Augment_WarriorTiamat,150,4.84
TFT7_Augment_AxiomArc2,413,4.84
