unit,items,value_count,average_placement
TFT7_AoShin,"InfinityEdge, JeweledGauntlet, SpearOfShojin",13,2.62
TFT7_AoShin,"Bloodthirster, DragonmancerEmblemItem, UnstableConcoction",37,2.95
TFT7_AoShin,"ArchangelsStaff, MadredsBloodrazor, SpearOfShojin",17,3.18
TFT7_AoShin,"ArchangelsStaff, SpearOfShojin, StatikkShiv",12,3.25
TFT7_AoShin,"ArchangelsStaff, SpearOfShojin, UnstableConcoction",17,3.41
TFT7_Aphelios,"InfinityEdge, LastWhisper, None",12,2.17
TFT7_Aphelios,"GuinsoosRageblade, LastWhisper, None",14,2.64
TFT7_Aphelios,"LastWhisper, None, None",20,2.95
TFT7_Aphelios,"Deathblade, LastWhisper, ZekesHerald",27,3.33
TFT7_Aphelios,"LastWhisper, StatikkShiv, ZekesHerald",20,3.4
TFT7_AquaticDragon,"MadredsBloodrazor, Morellonomicon, SeraphsEmbrace",38,3.58
TFT7_AquaticDragon,"ArchangelsStaff, Morellonomicon, SeraphsEmbrace",81,3.7
TFT7_AquaticDragon,"HextechGunblade, Morellonomicon, SeraphsEmbrace",40,3.72
TFT7_AquaticDragon,"ArchangelsStaff, InfinityEdge, SeraphsEmbrace",12,4.0
TFT7_AquaticDragon,"ArchangelsStaff, MadredsBloodrazor, SeraphsEmbrace",12,4.08
TFT7_AurelionSol,"None, None, None",12951,4.51
TFT7_Bard,"None, None, RapidFireCannon",16,2.5
TFT7_Bard,"GuinsoosRageblade, None, None",28,2.93
TFT7_Bard,"LocketOfTheIronSolari, None, None",17,2.94
TFT7_Bard,"None, None, SwiftshotEmblemItem",54,2.94
TFT7_Bard,"MageEmblemItem, None, None",18,3.06
TFT7_Braum,"None, None, TitanicHydra",15,4.07
TFT7_Braum,"None, None, None",12855,4.5
TFT7_Braum,"None, None, RedBuff",38,4.58
TFT7_Braum,"GargoyleStoneplate, None, None",15,4.6
TFT7_Braum,"FrozenHeart, None, None",29,4.66
TFT7_Diana,"IonicSpark, RedBuff, UnstableConcoction",15,3.73
TFT7_Diana,"None, None, ZekesHerald",13,4.38
TFT7_Diana,"IonicSpark, None, None",19,4.47
TFT7_Diana,"IonicSpark, None, RedBuff",17,4.47
TFT7_Diana,"None, None, WarriorEmblemItem",14,4.5
TFT7_DragonBlue,"HextechGunblade, InfinityEdge, JeweledGauntlet",18,2.89
TFT7_DragonBlue,"ArchangelsStaff, ArchangelsStaff, GuinsoosRageblade",19,3.11
TFT7_DragonBlue,"ArchangelsStaff, HextechGunblade, StatikkShiv",15,3.33
TFT7_DragonBlue,"InfinityEdge, JeweledGauntlet, StatikkShiv",18,3.44
TFT7_DragonBlue,"InfinityEdge, JeweledGauntlet, MadredsBloodrazor",30,3.53
TFT7_DragonEarth,"GargoyleStoneplate, RedBuff, WarmogsArmor",13,4.08
TFT7_DragonEarth,"FrozenHeart, None, None",13,4.38
TFT7_DragonEarth,"None, None, None",12350,4.55
TFT7_DragonEarth,"GargoyleStoneplate, None, None",26,4.81
TFT7_DragonEarth,"None, None, RedBuff",14,5.29
TFT7_DragonGold,"BrambleVest, GargoyleStoneplate, WarmogsArmor",14,3.86
TFT7_DragonGold,"GargoyleStoneplate, None, WarmogsArmor",12,4.0
TFT7_DragonGold,"None, None, None",11612,4.47
TFT7_DragonGold,"GargoyleStoneplate, ShimmerscaleMogulsMail, WarmogsArmor",23,4.52
TFT7_DragonGold,"GargoyleStoneplate, RedBuff, WarmogsArmor",19,4.68
TFT7_DragonGreen,"None, None, None",13073,4.49
TFT7_DragonGuild,"None, None, None",12789,4.48
TFT7_DragonGuild,"None, None, RedBuff",14,6.0
TFT7_DragonPurple,"Bloodthirster, GuinsoosRageblade, TitansResolve",12,4.42
TFT7_DragonPurple,"None, None, None",12730,4.48
TFT7_DragonSwain,"None, None, None",12943,4.49
TFT7_DragonSwain,"None, None, ZekesHerald",12,5.67
TFT7_Ezreal,"None, None, None",13222,4.5
TFT7_Gnar,"None, None, None",13192,4.5
TFT7_Graves,"GuardianAngel, MadredsBloodrazor, UnstableConcoction",20,2.85
TFT7_Graves,"GuardianAngel, InfinityEdge, UnstableConcoction",15,3.0
TFT7_Graves,"Bloodthirster, GuardianAngel, LastWhisper",47,3.11
TFT7_Graves,"GuardianAngel, LastWhisper, UnstableConcoction",21,3.33
TFT7_Graves,"DragonmancerEmblemItem, None, None",21,3.33
TFT7_Hecarim,"FrozenHeart, FrozenHeart, GargoyleStoneplate",14,2.86
TFT7_Hecarim,"FrozenHeart, Morellonomicon, WarmogsArmor",15,2.87
TFT7_Hecarim,"Chalice, FrozenHeart, None",13,3.0
TFT7_Hecarim,"GuardianAngel, None, None",16,3.25
TFT7_Hecarim,"FrozenHeart, None, Zephyr",14,3.29
TFT7_Jax,"None, None, None",13027,4.48
TFT7_Jax,"None, None, RedBuff",12,5.17
TFT7_Jayce,"EmptyBag, EmptyBag, ThiefsGloves",18,1.06
TFT7_Jayce,"FrozenHeart, GargoyleStoneplate, RedBuff",23,3.3
TFT7_Jayce,"LocketOfTheIronSolari, None, None",12,3.58
TFT7_Jayce,"FrozenHeart, None, RedBuff",15,3.6
TFT7_Jayce,"None, RedBuff, WarmogsArmor",15,4.07
TFT7_Kaisa,"None, None, Zephyr",22,3.45
TFT7_Kaisa,"None, None, StatikkShiv",61,3.61
TFT7_Kaisa,"Morellonomicon, None, None",39,3.64
TFT7_Kaisa,"None, None, Shroud",17,3.76
TFT7_Kaisa,"None, None, None",12696,4.52
TFT7_Karma,"None, None, Zephyr",43,3.28
TFT7_Karma,"None, None, Shroud",22,3.86
TFT7_Karma,"None, None, StatikkShiv",16,4.0
TFT7_Karma,"None, None, None",13038,4.51
TFT7_LeeSin,"None, None, Zephyr",16,2.81
TFT7_LeeSin,"InfinityEdge, JeweledGauntlet, UnstableConcoction",96,3.62
TFT7_LeeSin,"FrozenHeart, None, None",13,4.15
TFT7_LeeSin,"Bloodthirster, InfinityEdge, JeweledGauntlet",89,4.21
TFT7_LeeSin,"JeweledGauntlet, None, None",12,4.25
TFT7_Leona,"FrozenHeart, None, None",20,3.5
TFT7_Leona,"None, None, Shroud",30,3.8
TFT7_Leona,"None, None, Zephyr",19,3.84
TFT7_Leona,"None, None, None",12798,4.5
TFT7_Leona,"None, None, TitanicHydra",43,4.72
TFT7_Lillia,"FrozenHeart, None, None",12,3.08
TFT7_Lillia,"LocketOfTheIronSolari, None, None",12,3.42
TFT7_Lillia,"None, None, Zephyr",21,3.95
TFT7_Lillia,"IonicSpark, None, None",12,4.17
TFT7_Lillia,"None, None, ZekesHerald",26,4.31
TFT7_Lux,"ArchangelsStaff, JeweledGauntlet, SpearOfShojin",19,3.89
TFT7_Lux,"None, None, None",12856,4.48
TFT7_Lux,"InfinityEdge, JeweledGauntlet, SpearOfShojin",38,5.26
TFT7_Malphite,"None, None, Zephyr",17,3.06
