augment1_grp,Value_Count,average_placement
TFT7_Augment_MysticTrait,3,1.0
TFT7_Augment_ScalescornEmblem2,5,1.6
TFT7_Augment_Preparation1HR,1,2.0
TFT7_Augment_JadePenitence,1,2.0
TFT6_Augment_CyberneticUplink3,15,2.33
TFT7_Augment_MageEmblem2,7,2.86
TFT7_Augment_JadeEmblem,7,2.86
TFT7_Augment_ScalescornBaseCamp,18,3.22
TFT7_Augment_WarriorEmblem2,8,3.25
TFT7_Augment_DragonmancerEmblem2,35,3.4
TFT7_Augment_CannoneerRicochet,70,3.47
TFT7_Augment_EvokerTrait,6,3.5
TFT7_Augment_AssassinEmblem2,2,3.5
TFT7_Augment_BigFriend2,16,3.56
TFT7_Augment_ScalescornTrait,38,3.61
TFT6_Augment_CyberneticImplants3,21,3.62
TFT7_Augment_DarkflightEmblem2,28,3.64
TFT6_Augment_CyberneticImplants2,36,3.64
TFT6_Augment_Battlemage3,17,3.65
TFT7_Augment_GuildGearUpgrades,20,3.65
TFT7_Augment_TempestTrait,18,3.67
TFT7_Augment_DragonmancerEmblem,76,3.68
TFT7_Augment_RagewingTantrum,16,3.69
TFT7_Augment_ScalescornEmblem,23,3.74
TFT7_Augment_WarriorEmblem,20,3.75
TFT7_Augment_BruiserTrait,24,3.75
TFT7_Augment_GuardianHeroicPresence,12,3.83
TFT6_Augment_Twins2,90,3.86
TFT7_Augment_MirageEmblem2,21,3.86
TFT6_Augment_CyberneticShell2,53,3.87
TFT6_Augment_CyberneticShell3,15,3.87
TFT6_Augment_TriForce2,8,3.88
TFT7_Augment_SwiftshotEmblem2,17,3.94
TFT7_Augment_RagewingScorch,37,3.97
TFT7_Augment_SwiftshotEmblem,34,3.97
TFT6_Augment_TriForce1,7,4.0
TFT7_Augment_GuildEmblem2,13,4.0
TFT7_Augment_SwiftshotPressTheAttack,53,4.0
TFT6_Augment_BlueBattery2,32,4.03
TFT7_Augment_MikaelsGift,228,4.04
TFT7_Augment_MirageTrait,80,4.06
TFT7_Augment_CannoneerEmblem2,27,4.07
TFT7_Augment_GadgetExpert,74,4.08
TFT6_Augment_Traitless2,13,4.08
TFT7_Augment_GuardianEmblem2,10,4.1
TFT7_Augment_TempestEyeOfTheStorm,10,4.1
TFT6_Augment_CyberneticShell1,54,4.11
TFT7_Augment_LagoonEmblem2,9,4.11
TFT7_Augment_BruiserPersonalTraining,19,4.11
TFT6_Augment_Twins3,41,4.12
TFT7_Augment_LategameSpecialist,98,4.14
TFT7_Augment_CannoneerHotShot,70,4.16
TFT6_Augment_CyberneticUplink1,51,4.16
TFT7_Augment_DragonmancerInTraining,24,4.17
TFT7_Augment_TempestEmblem,6,4.17
TFT6_Augment_WoodlandCharm,48,4.17
TFT6_Augment_BandOfThieves2,55,4.18
TFT6_Augment_Diversify1,184,4.18
TFT6_Augment_MeleeStarBlade3,53,4.19
TFT7_Augment_CavalierForAllUnits,28,4.21
TFT7_Augment_BandOfThieves1,316,4.22
TFT6_Augment_CyberneticImplants1,50,4.24
TFT7_Augment_CursedCrown,28,4.25
TFT7_Augment_ShapeshifterTrait,4,4.25
TFT6_Augment_Traitless1,4,4.25
TFT7_Augment_DarkflightTrait,74,4.26
TFT6_Augment_Weakspot,456,4.27
TFT7_Augment_MageEssenceTheft,17,4.29
TFT7_Augment_ScopedWeapons2,44,4.3
TFT6_Augment_CelestialBlessing3,108,4.32
TFT7_Augment_MirageHallucinate,25,4.32
TFT7_Augment_BruiserEmblem,9,4.33
TFT7_Augment_MirageEmblem,62,4.35
TFT6_Augment_Diversify2,135,4.35
TFT7_Augment_CavalierEmblem,66,4.38
TFT7_Augment_MageTrait,37,4.38
TFT6_Augment_ComponentGrabBag,327,4.4
TFT7_Augment_GuildTrait,69,4.41
TFT6_Augment_FuturePeepers,17,4.41
TFT6_Augment_Battlemage2,44,4.43
TFT6_Augment_Electrocharge2,112,4.43
