unit,items,value_count,average_placement
TFT7_AoShin,"Bloodthirster, DragonmancerEmblemItem, UnstableConcoction",33,2.82
TFT7_AoShin,"InfinityEdge, JeweledGauntlet, SpearOfShojin",21,3.33
TFT7_AoShin,"ArchangelsStaff, HextechGunblade, SpearOfShojin",32,3.66
TFT7_AoShin,"ArchangelsStaff, JeweledGauntlet, SpearOfShojin",28,3.86
TFT7_AoShin,"ArchangelsStaff, MadredsBloodrazor, SpearOfShojin",16,4.06
TFT7_Aphelios,"GuinsoosRageblade, LastWhisper, None",15,1.93
TFT7_Aphelios,"Bloodthirster, LastWhisper, ZekesHerald",16,3.19
TFT7_Aphelios,"LastWhisper, RapidFireCannon, ZekesHerald",16,3.25
TFT7_Aphelios,"HextechGunblade, LastWhisper, ZekesHerald",19,3.53
TFT7_Aphelios,"ZekesHerald, ZekesHerald, ZekesHerald",36,3.56
TFT7_AquaticDragon,"InfinityEdge, Morellonomicon, SeraphsEmbrace",13,3.92
TFT7_AquaticDragon,"ArchangelsStaff, Morellonomicon, SeraphsEmbrace",46,4.02
TFT7_AquaticDragon,"HextechGunblade, RabadonsDeathcap, SeraphsEmbrace",12,4.08
TFT7_AquaticDragon,"JeweledGauntlet, RabadonsDeathcap, SeraphsEmbrace",22,4.09
TFT7_AquaticDragon,"Morellonomicon, RabadonsDeathcap, SeraphsEmbrace",46,4.13
TFT7_AurelionSol,"None, None, None",11571,4.5
TFT7_Bard,"DragonmancerEmblemItem, None, None",27,2.85
TFT7_Bard,"None, None, RapidFireCannon",14,2.86
TFT7_Bard,"None, None, Zephyr",76,2.92
TFT7_Bard,"Chalice, None, ZekesHerald",14,3.07
TFT7_Bard,"NeedlesslyLargeRod, None, None",30,3.1
TFT7_Braum,"None, None, Shroud",14,3.93
TFT7_Braum,"None, None, None",11470,4.5
TFT7_Braum,"None, None, RedBuff",22,4.59
TFT7_Braum,"None, None, TitanicHydra",15,4.73
TFT7_Braum,"FrozenHeart, None, None",25,4.76
TFT7_Diana,"None, None, ZekesHerald",14,4.0
TFT7_Diana,"None, None, None",11218,4.51
TFT7_Diana,"IonicSpark, None, None",28,5.18
TFT7_Diana,"IonicSpark, None, RedBuff",14,5.57
TFT7_Diana,"None, None, RabadonsDeathcap",12,5.75
TFT7_DragonBlue,"ArchangelsStaff, ArchangelsStaff, MadredsBloodrazor",22,3.45
TFT7_DragonBlue,"ArchangelsStaff, GuinsoosRageblade, HextechGunblade",29,3.45
TFT7_DragonBlue,"ArchangelsStaff, HextechGunblade, StatikkShiv",13,3.54
TFT7_DragonBlue,"InfinityEdge, JeweledGauntlet, MadredsBloodrazor",27,3.59
TFT7_DragonBlue,"ArchangelsStaff, InfinityEdge, JeweledGauntlet",52,3.65
TFT7_DragonEarth,"None, None, None",11044,4.57
TFT7_DragonEarth,"GargoyleStoneplate, None, None",17,5.41
