augment0_grp,Value_Count,average_placement
TFT6_Augment_Diversify2,1,1.0
TFT6_Augment_Twins3,39,3.08
TFT7_Augment_DragonmancerEmblem2,88,3.64
TFT7_Augment_BruiserPersonalTraining,258,3.74
TFT6_Augment_MeleeStarBlade2,741,3.77
TFT6_Augment_Twins1,83,3.8
TFT7_Augment_ScalescornEmblem2,66,3.82
TFT7_Augment_DarkflightEmblem2,82,3.83
TFT6_Augment_TriForce2,73,3.84
TFT6_Augment_MeleeStarBlade3,232,3.87
TFT6_Augment_Twins2,162,3.88
TFT7_Augment_ScalescornEmblem,196,3.89
TFT7_Augment_GuildEmblem2,120,3.92
TFT7_Augment_GuildEmblem,389,3.93
TFT7_Augment_MikaelsGift,887,3.95
TFT7_Augment_SwiftshotPressTheAttack,258,3.98
TFT7_Augment_ScopedWeapons2,133,3.99
TFT7_Augment_AssassinEmblem2,82,4.0
TFT6_Augment_PortableForge,1450,4.08
TFT7_Augment_SwiftshotEmblem,223,4.09
TFT7_Augment_BandOfThieves1,717,4.09
TFT7_Augment_MirageTrait,133,4.1
TFT7_Augment_GuardianHeroicPresence,65,4.11
TFT7_Augment_JadeEmblem,88,4.12
TFT7_Augment_ScalescornBaseCamp,142,4.13
TFT6_Augment_CyberneticUplink3,44,4.14
TFT6_Augment_Traitless2,259,4.14
TFT6_Augment_Weakspot,792,4.14
TFT7_Augment_Preparation2,250,4.17
TFT7_Augment_BruiserTrait,132,4.17
TFT7_Augment_CannoneerEmblem,127,4.17
TFT7_Augment_CavalierDevastatingCharge,116,4.2
TFT6_Augment_WoodlandCharm,96,4.2
TFT7_Augment_Preparation,194,4.21
TFT7_Augment_GuardianEmblem2,49,4.22
TFT6_Augment_MeleeStarBlade1,385,4.23
TFT6_Augment_CelestialBlessing2,1031,4.25
TFT7_Augment_MirageEmblem,204,4.25
TFT7_Augment_MageEmblem2,32,4.25
TFT7_Augment_DarkflightEmblem,141,4.26
TFT7_Augment_GuildLoot,419,4.26
TFT7_Augment_MysticTrait2,14,4.29
TFT7_Augment_BestFriends2,310,4.3
TFT7_Augment_TempestEmblem2,48,4.31
TFT7_Augment_CavalierEmblem,283,4.32
TFT7_Augment_ShimmerscaleEmblem,181,4.32
TFT6_Augment_ItemGrabBag1,691,4.33
TFT7_Augment_GuildTrait,161,4.34
TFT7_Augment_BruiserEmblem,125,4.34
TFT7_Augment_CavalierEmblem2,77,4.34
TFT6_Augment_Electrocharge1,476,4.34
TFT6_Augment_Electrocharge2,600,4.34
