unit,items,value_count,average_placement
TFT7_AoShin,"Bloodthirster, DragonmancerEmblemItem, UnstableConcoction",12,2.75
TFT7_AoShin,"JeweledGauntlet, RabadonsDeathcap, SpearOfShojin",15,2.93
TFT7_AoShin,"JeweledGauntlet, SpearOfShojin, UnstableConcoction",25,2.96
TFT7_AoShin,"ArchangelsStaff, HextechGunblade, StatikkShiv",12,3.0
TFT7_AoShin,"ArchangelsStaff, MadredsBloodrazor, SpearOfShojin",55,3.15
TFT7_Aphelios,"LastWhisper, MadredsBloodrazor, None",12,1.42
TFT7_Aphelios,"InfinityEdge, LastWhisper, None",20,1.75
TFT7_Aphelios,"LastWhisper, None, RunaansHurricane",25,1.84
TFT7_Aphelios,"GuinsoosRageblade, LastWhisper, None",27,2.04
TFT7_Aphelios,"GuinsoosRageblade, InfinityEdge, LastWhisper",12,2.92
TFT7_AquaticDragon,"JeweledGauntlet, Morellonomicon, SeraphsEmbrace",81,3.85
TFT7_AquaticDragon,"Morellonomicon, RabadonsDeathcap, SeraphsEmbrace",35,4.14
TFT7_AquaticDragon,"MadredsBloodrazor, Morellonomicon, SeraphsEmbrace",19,4.21
TFT7_AquaticDragon,"HextechGunblade, RabadonsDeathcap, SeraphsEmbrace",14,4.21
TFT7_AquaticDragon,"HextechGunblade, Morellonomicon, SeraphsEmbrace",47,4.36
TFT7_AurelionSol,"ArchangelsStaff, HextechGunblade, JeweledGauntlet",14,3.86
TFT7_AurelionSol,"ArchangelsStaff, InfinityEdge, JeweledGauntlet",25,4.4
TFT7_AurelionSol,"None, None, None",33062,4.5
TFT7_AurelionSol,"InfinityEdge, JeweledGauntlet, SpearOfShojin",12,5.42
TFT7_AurelionSol,"ArchangelsStaff, JeweledGauntlet, SpearOfShojin",15,5.6
TFT7_Bard,"EmptyBag, EmptyBag, ThiefsGloves",18,1.0
TFT7_Bard,"None, None, RabadonsDeathcap",14,2.64
TFT7_Bard,"ArchangelsStaff, None, None",22,2.73
TFT7_Bard,"None, ZekesHerald, ZekesHerald",12,2.75
TFT7_Bard,"None, None, Quicksilver",27,2.78
TFT7_Braum,"None, None, SparringGloves",14,3.07
TFT7_Braum,"FrozenHeart, None, WarmogsArmor",12,3.58
TFT7_Braum,"None, None, Shroud",44,3.91
TFT7_Braum,"FrozenHeart, None, RedBuff",20,3.95
TFT7_Braum,"None, None, Zephyr",32,3.97
TFT7_Diana,"IonicSpark, RedBuff, UnstableConcoction",20,3.25
TFT7_Diana,"IonicSpark, RedBuff, WarriorEmblemItem",15,3.4
TFT7_Diana,"FrozenHeart, None, None",45,3.64
TFT7_Diana,"Morellonomicon, None, None",20,4.1
TFT7_Diana,"None, None, ZekesHerald",33,4.21
TFT7_DragonBlue,"GuinsoosRageblade, HextechGunblade, Quicksilver",19,3.16
TFT7_DragonBlue,"ArchangelsStaff, MadredsBloodrazor, RabadonsDeathcap",12,3.17
TFT7_DragonBlue,"ArchangelsStaff, JeweledGauntlet, MadredsBloodrazor",66,3.39
TFT7_DragonBlue,"ArchangelsStaff, HextechGunblade, JeweledGauntlet",38,3.5
TFT7_DragonBlue,"ArchangelsStaff, GuinsoosRageblade, HextechGunblade",54,3.54
TFT7_DragonEarth,"EmptyBag, EmptyBag, ThiefsGloves",13,1.0
TFT7_DragonEarth,"FrozenHeart, GargoyleStoneplate, RedBuff",20,2.45
TFT7_DragonEarth,"DragonsClaw, GargoyleStoneplate, RedBuff",12,2.5
TFT7_DragonEarth,"DragonsClaw, GargoyleStoneplate, WarmogsArmor",13,2.69
TFT7_DragonEarth,"GargoyleStoneplate, GargoyleStoneplate, WarmogsArmor",24,2.88
TFT7_DragonGold,"BrambleVest, FrozenHeart, RedBuff",12,2.58
TFT7_DragonGold,"FrozenHeart, RedBuff, WarmogsArmor",23,2.7
TFT7_DragonGold,"RedBuff, Redemption, WarmogsArmor",16,3.5
TFT7_DragonGold,"FrozenHeart, FrozenHeart, RedBuff",14,3.5
TFT7_DragonGold,"BrambleVest, RedBuff, WarmogsArmor",15,3.53
TFT7_DragonGreen,"Bloodthirster, GuardianAngel, TitansResolve",31,4.39
