unit,items,value_count,average_placement
TFT7_Aatrox,"None, None, Zephyr",60,3.45
TFT7_Aatrox,"None, None, Shroud",49,3.57
TFT7_Aatrox,"None, None, PowerGauntlet",27,3.59
TFT7_Aatrox,"None, None, TitanicHydra",120,3.95
TFT7_Aatrox,"LocketOfTheIronSolari, None, None",23,4.3
TFT7_Anivia,"JeweledGauntlet, MadredsBloodrazor, Morellonomicon",13,3.0
TFT7_Anivia,"HextechGunblade, MadredsBloodrazor, Morellonomicon",12,3.17
TFT7_Anivia,"MadredsBloodrazor, Morellonomicon, SpearOfShojin",16,3.31
TFT7_Anivia,"ArchangelsStaff, GuardianAngel, Morellonomicon",13,3.31
TFT7_Anivia,"ArchangelsStaff, JeweledGauntlet, RabadonsDeathcap",13,3.38
TFT7_AoShin,"ArchangelsStaff, Bloodthirster, RabadonsDeathcap",14,2.5
TFT7_AoShin,"ArchangelsStaff, ArchangelsStaff, GuinsoosRageblade",19,2.79
TFT7_AoShin,"ArchangelsStaff, Quicksilver, SpearOfShojin",31,2.81
TFT7_AoShin,"ArchangelsStaff, MadredsBloodrazor, RabadonsDeathcap",14,2.93
TFT7_AoShin,"ArchangelsStaff, GuardianAngel, SpearOfShojin",41,2.95
TFT7_Ashe,"None, None, RunaansHurricane",15,3.47
TFT7_Ashe,"None, None, Zephyr",70,3.49
TFT7_Ashe,"LastWhisper, None, None",45,3.6
TFT7_Ashe,"None, None, PowerGauntlet",38,3.68
TFT7_Ashe,"None, None, Shroud",56,3.91
TFT7_AurelionSol,"ArchangelsStaff, MadredsBloodrazor, Morellonomicon",12,3.33
TFT7_AurelionSol,"ArchangelsStaff, HextechGunblade, JeweledGauntlet",39,3.51
TFT7_AurelionSol,"ArchangelsStaff, HextechGunblade, Morellonomicon",23,3.52
TFT7_AurelionSol,"ArchangelsStaff, MadredsBloodrazor, UnstableConcoction",13,3.54
TFT7_AurelionSol,"InfinityEdge, JeweledGauntlet, UnstableConcoction",21,3.57
TFT7_Bard,"EmptyBag, EmptyBag, ThiefsGloves",31,1.29
TFT7_Bard,"None, ShimmerscaleEmblemItem, StatikkShiv",13,2.0
TFT7_Bard,"InfinityEdge, None, None",24,2.46
TFT7_Bard,"Chalice, None, PowerGauntlet",21,2.57
TFT7_Bard,"None, ShimmerscaleEmblemItem, ShimmerscaleHeartOfGold",29,2.76
TFT7_Braum,"BrambleVest, None, None",26,3.42
TFT7_Braum,"LocketOfTheIronSolari, None, None",17,3.53
TFT7_Braum,"NegatronCloak, None, None",14,3.64
TFT7_Braum,"None, None, Shroud",37,3.73
TFT7_Braum,"None, None, TitanicHydra",78,4.13
TFT7_Corki,"InfinityEdge, LastWhisper, UnstableConcoction",17,2.76
TFT7_Corki,"GuinsoosRageblade, RunaansHurricane, UnstableConcoction",18,3.11
TFT7_Corki,"GuinsoosRageblade, StatikkShiv, StatikkShiv",19,3.11
TFT7_Corki,"GuinsoosRageblade, InfinityEdge, StatikkShiv",15,3.13
TFT7_Corki,"GuinsoosRageblade, RunaansHurricane, StatikkShiv",19,3.16
TFT7_Diana,"IonicSpark, RedBuff, TitansResolve",29,3.34
TFT7_Diana,"ArchangelsStaff, IonicSpark, RedBuff",26,3.54
TFT7_Diana,"InfinityEdge, IonicSpark, RedBuff",52,3.58
TFT7_Diana,"IonicSpark, RedBuff, WarmogsArmor",18,3.67
TFT7_Diana,"ArchangelsStaff, FrozenHeart, IonicSpark",16,3.69
TFT7_DragonBlue,"Quicksilver, RapidFireCannon, WhispersEmblemItem",13,2.08
TFT7_DragonBlue,"ArchangelsStaff, JeweledGauntlet, Quicksilver",19,3.11
TFT7_DragonBlue,"Bloodthirster, GuinsoosRageblade, WhispersEmblemItem",115,3.5
TFT7_DragonBlue,"Bloodthirster, Quicksilver, WhispersEmblemItem",12,3.5
TFT7_DragonBlue,"Quicksilver, RevelEmblemItem, StatikkShiv",69,3.54
TFT7_DragonGold,"GargoyleStoneplate, IonicSpark, ShimmerscaleMogulsMail",21,3.05
TFT7_DragonGold,"RedBuff, Redemption, WarmogsArmor",19,3.32
TFT7_DragonGold,"ShimmerscaleMogulsMail, TitanicHydra, WarmogsArmor",15,3.4
TFT7_DragonGold,"GargoyleStoneplate, Redemption, WarmogsArmor",30,3.43
TFT7_DragonGold,"DragonsClaw, Redemption, ShimmerscaleMogulsMail",14,3.5
TFT7_DragonGreen,"GuardianAngel, TitansResolve, UnstableConcoction",66,3.65
TFT7_DragonGreen,"Bloodthirster, GuinsoosRageblade, MadredsBloodrazor",13,3.69
TFT7_DragonGreen,"Bloodthirster, GuardianAngel, UnstableConcoction",42,3.83
TFT7_DragonGreen,"Bloodthirster, GuardianAngel, GuinsoosRageblade",24,3.83
