augment0_grp,Value_Count,average_placement
None,48,2.75
TFT6_Augment_Diversify2,6,3.0
TFT7_Augment_Preparation2HR,23,3.39
TFT6_Augment_BinaryAirdrop,17,3.71
TFT7_Augment_WhispersEmblem2,221,3.79
TFT7_Augment_LivingForgeHR,30,3.8
TFT7_Augment_JadeEmblem,473,3.88
TFT7_Augment_GadgetExpert,1056,3.88
TFT7_Augment_CursedCrown,76,3.89
TFT7_Augment_ScalescornEmblem2,59,3.92
TFT7_Augment_ClutteredMind,993,3.98
TFT7_Augment_TempestEmblem2,37,4.0
TFT7_Augment_ShimmerscaleTrait2,126,4.0
TFT6_Augment_ClearMind,783,4.08
TFT7_Augment_AssassinEmblem2,92,4.08
TFT7_Augment_AssassinCutthroat,11,4.09
TFT7_Augment_BestFriends2,719,4.1
TFT7_Augment_AssassinEmblem,226,4.1
TFT7_Augment_BandOfThieves1,1892,4.12
TFT7_Augment_ShimmerscaleEmblem,507,4.14
TFT7_Augment_ShapeshifterBeastsDen,99,4.14
TFT7_Augment_ShapeshifterTrait2,34,4.15
TFT7_Augment_SacrificialPact,165,4.15
TFT7_Augment_JadeTrait2,187,4.16
TFT6_Augment_Distancing2,339,4.16
TFT6_Augment_PortableForge,3105,4.16
TFT6_Augment_Traitless2,427,4.18
TFT7_Augment_CavalierDevastatingCharge,387,4.18
TFT7_Augment_LivingForge,713,4.19
TFT6_Augment_CyberneticUplink2,704,4.22
TFT7_Augment_ThinkFast,96,4.22
TFT7_Augment_MirageHallucinate,206,4.23
TFT7_Augment_ShimmerscaleTrait,587,4.25
TFT7_Augment_MikaelsGift,1473,4.25
TFT7_Augment_TempestTrait,48,4.25
TFT7_Augment_SwiftshotPressTheAttack,218,4.26
TFT7_Augment_Preparation1HR,15,4.27
TFT7_Augment_MysticTrait2,66,4.27
TFT6_Augment_CyberneticImplants2,569,4.28
TFT7_Augment_MysticTrait,258,4.28
TFT6_Augment_Meditation2,422,4.28
TFT6_Augment_MaxLevel10,652,4.28
TFT7_Augment_CavalierEmblem,709,4.3
TFT7_Augment_CavalierEmblem2,195,4.32
TFT7_Augment_GuildTrait,155,4.32
TFT7_Augment_GuildEmblem2,93,4.33
TFT6_Augment_Twins3,79,4.33
TFT7_Augment_CannoneerTrait,413,4.34
TFT6_Augment_Twins2,205,4.35
