augment0_grp,Value_Count,average_placement
TFT7_Augment_BruiserPersonalTrainerHR,1,1.0
TFT7_Augment_ScalescornEmblem2,9,2.78
TFT7_Augment_MageEmblem2,9,3.0
TFT6_Augment_BinaryAirdrop,4,3.0
TFT7_Augment_DragonmancerEmblem2,33,3.3
TFT7_Augment_Preparation2HR,5,3.4
TFT7_Augment_DarkflightEmblem2,14,3.57
TFT7_Augment_SwiftshotEmblem2,20,3.8
TFT6_Augment_Twins2,117,3.82
TFT7_Augment_GuildLootHR,6,3.83
TFT6_Augment_Twins3,25,3.84
TFT6_Augment_ThriftShop,13,3.85
TFT7_Augment_WhispersTrait,7,3.86
TFT7_Augment_DragonmancerEmblem,208,3.86
TFT7_Augment_GuardianHeroicPresence,17,3.88
TFT6_Augment_SalvageBin,70,3.91
TFT7_Augment_Preparation,76,3.91
TFT7_Augment_SwiftshotPressTheAttack,93,3.91
TFT6_Augment_Twins1,64,3.94
TFT7_Augment_GuardianEmblem2,17,3.94
TFT7_Augment_ScopedWeapons2,41,3.95
TFT7_Augment_DarkflightEmblem,59,3.97
TFT7_Augment_CursedCrown,2,4.0
TFT6_Augment_Distancing3,3,4.0
TFT6_Augment_MeleeStarBlade3,28,4.0
TFT7_Augment_BruiserTitanicStrength,12,4.0
TFT7_Augment_ScalescornBaseCamp,38,4.0
TFT7_Augment_CavalierEmblem2,24,4.0
TFT6_Augment_CelestialBlessing3,58,4.02
TFT6_Augment_Distancing,57,4.07
TFT6_Augment_Weakspot,220,4.08
TFT6_Augment_LudensEcho1,98,4.08
TFT7_Augment_MikaelsGift,336,4.11
TFT6_Augment_GachaAddict,36,4.11
TFT6_Augment_TriForce2,26,4.12
TFT6_Augment_PortableForge,456,4.12
TFT7_Augment_GadgetExpert,93,4.13
TFT7_Augment_EvokerEmblem2,7,4.14
TFT6_Augment_ClearMind,103,4.14
TFT7_Augment_BandOfThieves1,192,4.14
TFT6_Augment_Electrocharge3,13,4.15
TFT7_Augment_BruiserPersonalTraining,66,4.15
TFT6_Augment_MaxLevel10,89,4.16
TFT7_Augment_LagoonEmblem,52,4.17
TFT6_Augment_BandOfThieves2,15,4.2
TFT7_Augment_BruiserEmblem2,5,4.2
TFT7_Augment_GuildEmblem2,19,4.21
TFT7_Augment_SwiftshotTrait,55,4.22
TFT6_Augment_CyberneticImplants3,18,4.22
TFT7_Augment_MirageEmblem,103,4.23
TFT6_Augment_BlueBattery1,82,4.23
TFT6_Augment_Traitless2,75,4.24
TFT7_Augment_GuildEmblem,100,4.24
TFT7_Augment_Preparation2,77,4.25
TFT6_Augment_SlowAndSteady,24,4.25
TFT7_Augment_PandorasBench,65,4.26
TFT6_Augment_CyberneticImplants2,87,4.28
TFT7_Augment_CavalierDevastatingCharge,35,4.29
TFT7_Augment_TempestEyeOfTheStorm,42,4.31
TFT6_Augment_SecondWind2,237,4.32
TFT7_Augment_CannoneerEmblem,95,4.32
TFT6_Augment_SecondWind1,176,4.32
TFT7_Augment_ClutteredMind,149,4.33
TFT7_Augment_CavalierForAllUnits,15,4.33
TFT6_Augment_RadiantRelics,61,4.33
TFT7_Augment_RagewingScorch,70,4.33
TFT7_Augment_Preparation1HR,3,4.33
TFT7_Augment_GuildTrait,70,4.34
TFT7_Augment_UrfsGrabBag1,421,4.34
TFT6_Augment_MeleeStarBlade2,166,4.34
TFT7_Augment_Preparation3,17,4.35
TFT7_Augment_GuildLoot,153,4.37
TFT7_Augment_TempestEmblem2,8,4.38
TFT7_Augment_BestFriends1,74,4.39
TFT7_Augment_CannoneerTrait,70,4.39
TFT6_Augment_FirstAidKit,23,4.39
TFT7_Augment_UrfsGrabBag2,90,4.4
TFT7_Augment_RagewingTrait2,10,4.4
TFT7_Augment_CavalierEmblem,100,4.4
TFT7_Augment_CannoneerRicochet,102,4.4
TFT6_Augment_PandorasItems,83,4.4
TFT7_Augment_JadeEmblem,5,4.4
TFT7_Augment_MirageTrait,56,4.41
TFT7_Augment_CannoneerHotShot,88,4.41
TFT7_Augment_MirageEmblem2,24,4.42
TFT6_Augment_CalculatedLoss,77,4.43
TFT7_Augment_ScalescornEmblem,56,4.45
TFT7_Augment_SwiftshotEmblem,64,4.45
TFT7_Augment_AFK,108,4.46
TFT6_Augment_Electrocharge2,145,4.46
TFT6_Augment_CelestialBlessing2,365,4.46
TFT7_Augment_Bloodlust1,133,4.47
TFT7_Augment_DarkflightTrait,59,4.47
TFT6_Augment_MetabolicAccelerator,245,4.47
